pos,desc_lis,img_lis,min,max_coll,voti,perc,area,circ_sto,cod_reg,data_prec_elez,desc_reg,dt_agg,dt_ele,ele_f,ele_m,ele_t,f_elet,fine_rip,l_terr,non_valid,perc_vot,reg_sto,sk_bianche,sk_contestate,sk_nulle,st,sz_perv,sz_tot,t_ele,tot_vot_lis,vot_f,vot_m,vot_t
8,MOVIMENTO 5 STELLE,1-20190526000000-8.png,N,NA,122685,"22,32",I,4,13,2.0140525e+13,ABRUZZO,20190527080912,2.0190526e+13,593685,560795,1154480,SCRUTINI,N,REGIONE,NULL,0,13,0,0,0,ESERCIZIO,1552,1633,Europee,549669,0,0,0
12,PARTITO DEMOCRATICO,1-20190526000000-12.png,N,NA,93441,"17,00",I,4,13,2.0140525e+13,ABRUZZO,20190527080912,2.0190526e+13,593685,560795,1154480,SCRUTINI,N,REGIONE,NULL,0,13,0,0,0,ESERCIZIO,1552,1633,Europee,549669,0,0,0
11,FORZA ITALIA,1-20190526000000-11.png,N,NA,51592,"9,39",I,4,13,2.0140525e+13,ABRUZZO,20190527080912,2.0190526e+13,593685,560795,1154480,SCRUTINI,N,REGIONE,NULL,0,13,0,0,0,ESERCIZIO,1552,1633,Europee,549669,0,0,0
7,FRATELLI D'ITALIA,1-20190526000000-7.png,N,NA,38856,"7,07",I,4,13,2.0140525e+13,ABRUZZO,20190527080912,2.0190526e+13,593685,560795,1154480,SCRUTINI,N,REGIONE,NULL,0,13,0,0,0,ESERCIZIO,1552,1633,Europee,549669,0,0,0
1,+EUROPA - ITALIA IN COMUNE - PDE ITALIA,1-20190526000000-1.png,N,NA,13111,"2,39",I,4,13,2.0140525e+13,ABRUZZO,20190527080912,2.0190526e+13,593685,560795,1154480,SCRUTINI,N,REGIONE,NULL,0,13,0,0,0,ESERCIZIO,1552,1633,Europee,549669,0,0,0
18,LA SINISTRA,1-20190526000000-18.png,N,NA,9825,"1,79",I,4,13,2.0140525e+13,ABRUZZO,20190527080912,2.0190526e+13,593685,560795,1154480,SCRUTINI,N,REGIONE,NULL,0,13,0,0,0,ESERCIZIO,1552,1633,Europee,549669,0,0,0
16,EUROPA VERDE,1-20190526000000-16.png,N,NA,8665,"1,58",I,4,13,2.0140525e+13,ABRUZZO,20190527080912,2.0190526e+13,593685,560795,1154480,SCRUTINI,N,REGIONE,NULL,0,13,0,0,0,ESERCIZIO,1552,1633,Europee,549669,0,0,0
2,PARTITO COMUNISTA,1-20190526000000-2.png,N,NA,6121,"1,11",I,4,13,2.0140525e+13,ABRUZZO,20190527080912,2.0190526e+13,593685,560795,1154480,SCRUTINI,N,REGIONE,NULL,0,13,0,0,0,ESERCIZIO,1552,1633,Europee,549669,0,0,0
4,PARTITO ANIMALISTA,1-20190526000000-4.png,N,NA,2961,"0,54",I,4,13,2.0140525e+13,ABRUZZO,20190527080912,2.0190526e+13,593685,560795,1154480,SCRUTINI,N,REGIONE,NULL,0,13,0,0,0,ESERCIZIO,1552,1633,Europee,549669,0,0,0
17,POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE,1-20190526000000-17.png,N,NA,2589,"0,47",I,4,13,2.0140525e+13,ABRUZZO,20190527080912,2.0190526e+13,593685,560795,1154480,SCRUTINI,N,REGIONE,NULL,0,13,0,0,0,ESERCIZIO,1552,1633,Europee,549669,0,0,0
10,CASAPOUND ITALIA - DESTRE UNITE,1-20190526000000-10.png,N,NA,2549,"0,46",I,4,13,2.0140525e+13,ABRUZZO,20190527080912,2.0190526e+13,593685,560795,1154480,SCRUTINI,N,REGIONE,NULL,0,13,0,0,0,ESERCIZIO,1552,1633,Europee,549669,0,0,0
6,POPOLARI PER L'ITALIA,1-20190526000000-6.png,N,NA,1185,"0,22",I,4,13,2.0140525e+13,ABRUZZO,20190527080912,2.0190526e+13,593685,560795,1154480,SCRUTINI,N,REGIONE,NULL,0,13,0,0,0,ESERCIZIO,1552,1633,Europee,549669,0,0,0
14,FORZA NUOVA,1-20190526000000-14.png,N,NA,1006,"0,18",I,4,13,2.0140525e+13,ABRUZZO,20190527080912,2.0190526e+13,593685,560795,1154480,SCRUTINI,N,REGIONE,NULL,0,13,0,0,0,ESERCIZIO,1552,1633,Europee,549669,0,0,0
3,PARTITO PIRATA,1-20190526000000-3.png,N,NA,900,"0,16",I,4,13,2.0140525e+13,ABRUZZO,20190527080912,2.0190526e+13,593685,560795,1154480,SCRUTINI,N,REGIONE,NULL,0,13,0,0,0,ESERCIZIO,1552,1633,Europee,549669,0,0,0
8,MOVIMENTO 5 STELLE,1-20190526000000-8.png,N,NA,70559,"29,67",I,4,17,2.0140525e+13,BASILICATA,20190527070640,2.0190526e+13,277219,263474,540693,SCRUTINI,N,REGIONE,NULL,"47,30",17,9263,5,8647,ESERCIZIO,681,681,Europee,237840,122803,132952,255755
5,LEGA SALVINI PREMIER,1-20190526000000-5.png,N,NA,55453,"23,32",I,4,17,2.0140525e+13,BASILICATA,20190527070640,2.0190526e+13,277219,263474,540693,SCRUTINI,N,REGIONE,NULL,"47,30",17,9263,5,8647,ESERCIZIO,681,681,Europee,237840,122803,132952,255755
12,PARTITO DEMOCRATICO,1-20190526000000-12.png,N,NA,41307,"17,37",I,4,17,2.0140525e+13,BASILICATA,20190527070640,2.0190526e+13,277219,263474,540693,SCRUTINI,N,REGIONE,NULL,"47,30",17,9263,5,8647,ESERCIZIO,681,681,Europee,237840,122803,132952,255755
11,FORZA ITALIA,1-20190526000000-11.png,N,NA,22360,"9,40",I,4,17,2.0140525e+13,BASILICATA,20190527070640,2.0190526e+13,277219,263474,540693,SCRUTINI,N,REGIONE,NULL,"47,30",17,9263,5,8647,ESERCIZIO,681,681,Europee,237840,122803,132952,255755
7,FRATELLI D'ITALIA,1-20190526000000-7.png,N,NA,19964,"8,39",I,4,17,2.0140525e+13,BASILICATA,20190527070640,2.0190526e+13,277219,263474,540693,SCRUTINI,N,REGIONE,NULL,"47,30",17,9263,5,8647,ESERCIZIO,681,681,Europee,237840,122803,132952,255755
1,+EUROPA - ITALIA IN COMUNE - PDE ITALIA,1-20190526000000-1.png,N,NA,7755,"3,26",I,4,17,2.0140525e+13,BASILICATA,20190527070640,2.0190526e+13,277219,263474,540693,SCRUTINI,N,REGIONE,NULL,"47,30",17,9263,5,8647,ESERCIZIO,681,681,Europee,237840,122803,132952,255755
18,LA SINISTRA,1-20190526000000-18.png,N,NA,6350,"2,67",I,4,17,2.0140525e+13,BASILICATA,20190527070640,2.0190526e+13,277219,263474,540693,SCRUTINI,N,REGIONE,NULL,"47,30",17,9263,5,8647,ESERCIZIO,681,681,Europee,237840,122803,132952,255755
16,EUROPA VERDE,1-20190526000000-16.png,N,NA,5645,"2,37",I,4,17,2.0140525e+13,BASILICATA,20190527070640,2.0190526e+13,277219,263474,540693,SCRUTINI,N,REGIONE,NULL,"47,30",17,9263,5,8647,ESERCIZIO,681,681,Europee,237840,122803,132952,255755
2,PARTITO COMUNISTA,1-20190526000000-2.png,N,NA,2645,"1,11",I,4,17,2.0140525e+13,BASILICATA,20190527070640,2.0190526e+13,277219,263474,540693,SCRUTINI,N,REGIONE,NULL,"47,30",17,9263,5,8647,ESERCIZIO,681,681,Europee,237840,122803,132952,255755
6,POPOLARI PER L'ITALIA,1-20190526000000-6.png,N,NA,1982,"0,83",I,4,17,2.0140525e+13,BASILICATA,20190527070640,2.0190526e+13,277219,263474,540693,SCRUTINI,N,REGIONE,NULL,"47,30",17,9263,5,8647,ESERCIZIO,681,681,Europee,237840,122803,132952,255755
4,PARTITO ANIMALISTA,1-20190526000000-4.png,N,NA,1501,"0,63",I,4,17,2.0140525e+13,BASILICATA,20190527070640,2.0190526e+13,277219,263474,540693,SCRUTINI,N,REGIONE,NULL,"47,30",17,9263,5,8647,ESERCIZIO,681,681,Europee,237840,122803,132952,255755
17,POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE,1-20190526000000-17.png,N,NA,830,"0,35",I,4,17,2.0140525e+13,BASILICATA,20190527070640,2.0190526e+13,277219,263474,540693,SCRUTINI,N,REGIONE,NULL,"47,30",17,9263,5,8647,ESERCIZIO,681,681,Europee,237840,122803,132952,255755
10,CASAPOUND ITALIA - DESTRE UNITE,1-20190526000000-10.png,N,NA,783,"0,33",I,4,17,2.0140525e+13,BASILICATA,20190527070640,2.0190526e+13,277219,263474,540693,SCRUTINI,N,REGIONE,NULL,"47,30",17,9263,5,8647,ESERCIZIO,681,681,Europee,237840,122803,132952,255755
3,PARTITO PIRATA,1-20190526000000-3.png,N,NA,393,"0,17",I,4,17,2.0140525e+13,BASILICATA,20190527070640,2.0190526e+13,277219,263474,540693,SCRUTINI,N,REGIONE,NULL,"47,30",17,9263,5,8647,ESERCIZIO,681,681,Europee,237840,122803,132952,255755
14,FORZA NUOVA,1-20190526000000-14.png,N,NA,313,"0,13",I,4,17,2.0140525e+13,BASILICATA,20190527070640,2.0190526e+13,277219,263474,540693,SCRUTINI,N,REGIONE,NULL,"47,30",17,9263,5,8647,ESERCIZIO,681,681,Europee,237840,122803,132952,255755
8,MOVIMENTO 5 STELLE,1-20190526000000-8.png,N,NA,186499,"26,55",I,4,18,2.0140525e+13,CALABRIA,20190527081020,2.0190526e+13,912903,858303,1771206,SCRUTINI,N,REGIONE,NULL,0,18,0,0,0,ESERCIZIO,2352,2419,Europee,702386,0,0,0
5,LEGA SALVINI PREMIER,1-20190526000000-5.png,N,NA,159650,"22,73",I,4,18,2.0140525e+13,CALABRIA,20190527081020,2.0190526e+13,912903,858303,1771206,SCRUTINI,N,REGIONE,NULL,0,18,0,0,0,ESERCIZIO,2352,2419,Europee,702386,0,0,0
12,PARTITO DEMOCRATICO,1-20190526000000-12.png,N,NA,128004,"18,22",I,4,18,2.0140525e+13,CALABRIA,20190527081020,2.0190526e+13,912903,858303,1771206,SCRUTINI,N,REGIONE,NULL,0,18,0,0,0,ESERCIZIO,2352,2419,Europee,702386,0,0,0
11,FORZA ITALIA,1-20190526000000-11.png,N,NA,93199,"13,27",I,4,18,2.0140525e+13,CALABRIA,20190527081020,2.0190526e+13,912903,858303,1771206,SCRUTINI,N,REGIONE,NULL,0,18,0,0,0,ESERCIZIO,2352,2419,Europee,702386,0,0,0
7,FRATELLI D'ITALIA,1-20190526000000-7.png,N,NA,73389,"10,45",I,4,18,2.0140525e+13,CALABRIA,20190527081020,2.0190526e+13,912903,858303,1771206,SCRUTINI,N,REGIONE,NULL,0,18,0,0,0,ESERCIZIO,2352,2419,Europee,702386,0,0,0
18,LA SINISTRA,1-20190526000000-18.png,N,NA,15008,"2,14",I,4,18,2.0140525e+13,CALABRIA,20190527081020,2.0190526e+13,912903,858303,1771206,SCRUTINI,N,REGIONE,NULL,0,18,0,0,0,ESERCIZIO,2352,2419,Europee,702386,0,0,0
1,+EUROPA - ITALIA IN COMUNE - PDE ITALIA,1-20190526000000-1.png,N,NA,12802,"1,82",I,4,18,2.0140525e+13,CALABRIA,20190527081020,2.0190526e+13,912903,858303,1771206,SCRUTINI,N,REGIONE,NULL,0,18,0,0,0,ESERCIZIO,2352,2419,Europee,702386,0,0,0
16,EUROPA VERDE,1-20190526000000-16.png,N,NA,10689,"1,52",I,4,18,2.0140525e+13,CALABRIA,20190527081020,2.0190526e+13,912903,858303,1771206,SCRUTINI,N,REGIONE,NULL,0,18,0,0,0,ESERCIZIO,2352,2419,Europee,702386,0,0,0
2,PARTITO COMUNISTA,1-20190526000000-2.png,N,NA,7603,"1,08",I,4,18,2.0140525e+13,CALABRIA,20190527081020,2.0190526e+13,912903,858303,1771206,SCRUTINI,N,REGIONE,NULL,0,18,0,0,0,ESERCIZIO,2352,2419,Europee,702386,0,0,0
6,POPOLARI PER L'ITALIA,1-20190526000000-6.png,N,NA,4145,"0,59",I,4,18,2.0140525e+13,CALABRIA,20190527081020,2.0190526e+13,912903,858303,1771206,SCRUTINI,N,REGIONE,NULL,0,18,0,0,0,ESERCIZIO,2352,2419,Europee,702386,0,0,0
4,PARTITO ANIMALISTA,1-20190526000000-4.png,N,NA,3693,"0,53",I,4,18,2.0140525e+13,CALABRIA,20190527081020,2.0190526e+13,912903,858303,1771206,SCRUTINI,N,REGIONE,NULL,0,18,0,0,0,ESERCIZIO,2352,2419,Europee,702386,0,0,0
17,POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE,1-20190526000000-17.png,N,NA,3205,"0,46",I,4,18,2.0140525e+13,CALABRIA,20190527081020,2.0190526e+13,912903,858303,1771206,SCRUTINI,N,REGIONE,NULL,0,18,0,0,0,ESERCIZIO,2352,2419,Europee,702386,0,0,0
10,CASAPOUND ITALIA - DESTRE UNITE,1-20190526000000-10.png,N,NA,1933,"0,28",I,4,18,2.0140525e+13,CALABRIA,20190527081020,2.0190526e+13,912903,858303,1771206,SCRUTINI,N,REGIONE,NULL,0,18,0,0,0,ESERCIZIO,2352,2419,Europee,702386,0,0,0
14,FORZA NUOVA,1-20190526000000-14.png,N,NA,1472,"0,21",I,4,18,2.0140525e+13,CALABRIA,20190527081020,2.0190526e+13,912903,858303,1771206,SCRUTINI,N,REGIONE,NULL,0,18,0,0,0,ESERCIZIO,2352,2419,Europee,702386,0,0,0
3,PARTITO PIRATA,1-20190526000000-3.png,N,NA,1095,"0,16",I,4,18,2.0140525e+13,CALABRIA,20190527081020,2.0190526e+13,912903,858303,1771206,SCRUTINI,N,REGIONE,NULL,0,18,0,0,0,ESERCIZIO,2352,2419,Europee,702386,0,0,0
8,MOVIMENTO 5 STELLE,1-20190526000000-8.png,N,NA,736340,"33,90",I,4,15,2.0140525e+13,CAMPANIA,20190527080908,2.0190526e+13,2462776,2283934,4746710,SCRUTINI,N,REGIONE,NULL,0,15,0,0,0,ESERCIZIO,5803,5825,Europee,2172150,0,0,0
5,LEGA SALVINI PREMIER,1-20190526000000-5.png,N,NA,416548,"19,18",I,4,15,2.0140525e+13,CAMPANIA,20190527080908,2.0190526e+13,2462776,2283934,4746710,SCRUTINI,N,REGIONE,NULL,0,15,0,0,0,ESERCIZIO,5803,5825,Europee,2172150,0,0,0
12,PARTITO DEMOCRATICO,1-20190526000000-12.png,N,NA,415360,"19,12",I,4,15,2.0140525e+13,CAMPANIA,20190527080908,2.0190526e+13,2462776,2283934,4746710,SCRUTINI,N,REGIONE,NULL,0,15,0,0,0,ESERCIZIO,5803,5825,Europee,2172150,0,0,0
11,FORZA ITALIA,1-20190526000000-11.png,N,NA,296329,"13,64",I,4,15,2.0140525e+13,CAMPANIA,20190527080908,2.0190526e+13,2462776,2283934,4746710,SCRUTINI,N,REGIONE,NULL,0,15,0,0,0,ESERCIZIO,5803,5825,Europee,2172150,0,0,0
7,FRATELLI D'ITALIA,1-20190526000000-7.png,N,NA,126098,"5,81",I,4,15,2.0140525e+13,CAMPANIA,20190527080908,2.0190526e+13,2462776,2283934,4746710,SCRUTINI,N,REGIONE,NULL,0,15,0,0,0,ESERCIZIO,5803,5825,Europee,2172150,0,0,0
1,+EUROPA - ITALIA IN COMUNE - PDE ITALIA,1-20190526000000-1.png,N,NA,54685,"2,52",I,4,15,2.0140525e+13,CAMPANIA,20190527080908,2.0190526e+13,2462776,2283934,4746710,SCRUTINI,N,REGIONE,NULL,0,15,0,0,0,ESERCIZIO,5803,5825,Europee,2172150,0,0,0
18,LA SINISTRA,1-20190526000000-18.png,N,NA,40117,"1,85",I,4,15,2.0140525e+13,CAMPANIA,20190527080908,2.0190526e+13,2462776,2283934,4746710,SCRUTINI,N,REGIONE,NULL,0,15,0,0,0,ESERCIZIO,5803,5825,Europee,2172150,0,0,0
16,EUROPA VERDE,1-20190526000000-16.png,N,NA,32702,"1,51",I,4,15,2.0140525e+13,CAMPANIA,20190527080908,2.0190526e+13,2462776,2283934,4746710,SCRUTINI,N,REGIONE,NULL,0,15,0,0,0,ESERCIZIO,5803,5825,Europee,2172150,0,0,0
2,PARTITO COMUNISTA,1-20190526000000-2.png,N,NA,14393,"0,66",I,4,15,2.0140525e+13,CAMPANIA,20190527080908,2.0190526e+13,2462776,2283934,4746710,SCRUTINI,N,REGIONE,NULL,0,15,0,0,0,ESERCIZIO,5803,5825,Europee,2172150,0,0,0
4,PARTITO ANIMALISTA,1-20190526000000-4.png,N,NA,13887,"0,64",I,4,15,2.0140525e+13,CAMPANIA,20190527080908,2.0190526e+13,2462776,2283934,4746710,SCRUTINI,N,REGIONE,NULL,0,15,0,0,0,ESERCIZIO,5803,5825,Europee,2172150,0,0,0
17,POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE,1-20190526000000-17.png,N,NA,7484,"0,34",I,4,15,2.0140525e+13,CAMPANIA,20190527080908,2.0190526e+13,2462776,2283934,4746710,SCRUTINI,N,REGIONE,NULL,0,15,0,0,0,ESERCIZIO,5803,5825,Europee,2172150,0,0,0
6,POPOLARI PER L'ITALIA,1-20190526000000-6.png,N,NA,7079,"0,33",I,4,15,2.0140525e+13,CAMPANIA,20190527080908,2.0190526e+13,2462776,2283934,4746710,SCRUTINI,N,REGIONE,NULL,0,15,0,0,0,ESERCIZIO,5803,5825,Europee,2172150,0,0,0
10,CASAPOUND ITALIA - DESTRE UNITE,1-20190526000000-10.png,N,NA,4303,"0,20",I,4,15,2.0140525e+13,CAMPANIA,20190527080908,2.0190526e+13,2462776,2283934,4746710,SCRUTINI,N,REGIONE,NULL,0,15,0,0,0,ESERCIZIO,5803,5825,Europee,2172150,0,0,0
3,PARTITO PIRATA,1-20190526000000-3.png,N,NA,4023,"0,19",I,4,15,2.0140525e+13,CAMPANIA,20190527080908,2.0190526e+13,2462776,2283934,4746710,SCRUTINI,N,REGIONE,NULL,0,15,0,0,0,ESERCIZIO,5803,5825,Europee,2172150,0,0,0
14,FORZA NUOVA,1-20190526000000-14.png,N,NA,2802,"0,13",I,4,15,2.0140525e+13,CAMPANIA,20190527080908,2.0190526e+13,2462776,2283934,4746710,SCRUTINI,N,REGIONE,NULL,0,15,0,0,0,ESERCIZIO,5803,5825,Europee,2172150,0,0,0
8,MOVIMENTO 5 STELLE,1-20190526000000-8.png,N,NA,43330,"28,76",I,4,14,2.0140525e+13,MOLISE,20190527075510,2.0190526e+13,156505,149610,306115,SCRUTINI,N,REGIONE,NULL,"53,27",14,6926,16,5468,ESERCIZIO,393,393,Europee,150646,80113,82943,163056
5,LEGA SALVINI PREMIER,1-20190526000000-5.png,N,NA,36544,"24,26",I,4,14,2.0140525e+13,MOLISE,20190527075510,2.0190526e+13,156505,149610,306115,SCRUTINI,N,REGIONE,NULL,"53,27",14,6926,16,5468,ESERCIZIO,393,393,Europee,150646,80113,82943,163056
11,FORZA ITALIA,1-20190526000000-11.png,N,NA,23060,"15,31",I,4,14,2.0140525e+13,MOLISE,20190527075510,2.0190526e+13,156505,149610,306115,SCRUTINI,N,REGIONE,NULL,"53,27",14,6926,16,5468,ESERCIZIO,393,393,Europee,150646,80113,82943,163056
12,PARTITO DEMOCRATICO,1-20190526000000-12.png,N,NA,22058,"14,64",I,4,14,2.0140525e+13,MOLISE,20190527075510,2.0190526e+13,156505,149610,306115,SCRUTINI,N,REGIONE,NULL,"53,27",14,6926,16,5468,ESERCIZIO,393,393,Europee,150646,80113,82943,163056
7,FRATELLI D'ITALIA,1-20190526000000-7.png,N,NA,9534,"6,33",I,4,14,2.0140525e+13,MOLISE,20190527075510,2.0190526e+13,156505,149610,306115,SCRUTINI,N,REGIONE,NULL,"53,27",14,6926,16,5468,ESERCIZIO,393,393,Europee,150646,80113,82943,163056
6,POPOLARI PER L'ITALIA,1-20190526000000-6.png,N,NA,4504,"2,99",I,4,14,2.0140525e+13,MOLISE,20190527075510,2.0190526e+13,156505,149610,306115,SCRUTINI,N,REGIONE,NULL,"53,27",14,6926,16,5468,ESERCIZIO,393,393,Europee,150646,80113,82943,163056
18,LA SINISTRA,1-20190526000000-18.png,N,NA,3189,"2,12",I,4,14,2.0140525e+13,MOLISE,20190527075510,2.0190526e+13,156505,149610,306115,SCRUTINI,N,REGIONE,NULL,"53,27",14,6926,16,5468,ESERCIZIO,393,393,Europee,150646,80113,82943,163056
1,+EUROPA - ITALIA IN COMUNE - PDE ITALIA,1-20190526000000-1.png,N,NA,2130,"1,41",I,4,14,2.0140525e+13,MOLISE,20190527075510,2.0190526e+13,156505,149610,306115,SCRUTINI,N,REGIONE,NULL,"53,27",14,6926,16,5468,ESERCIZIO,393,393,Europee,150646,80113,82943,163056
16,EUROPA VERDE,1-20190526000000-16.png,N,NA,1724,"1,14",I,4,14,2.0140525e+13,MOLISE,20190527075510,2.0190526e+13,156505,149610,306115,SCRUTINI,N,REGIONE,NULL,"53,27",14,6926,16,5468,ESERCIZIO,393,393,Europee,150646,80113,82943,163056
2,PARTITO COMUNISTA,1-20190526000000-2.png,N,NA,1688,"1,12",I,4,14,2.0140525e+13,MOLISE,20190527075510,2.0190526e+13,156505,149610,306115,SCRUTINI,N,REGIONE,NULL,"53,27",14,6926,16,5468,ESERCIZIO,393,393,Europee,150646,80113,82943,163056
17,POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE,1-20190526000000-17.png,N,NA,910,"0,60",I,4,14,2.0140525e+13,MOLISE,20190527075510,2.0190526e+13,156505,149610,306115,SCRUTINI,N,REGIONE,NULL,"53,27",14,6926,16,5468,ESERCIZIO,393,393,Europee,150646,80113,82943,163056
4,PARTITO ANIMALISTA,1-20190526000000-4.png,N,NA,861,"0,57",I,4,14,2.0140525e+13,MOLISE,20190527075510,2.0190526e+13,156505,149610,306115,SCRUTINI,N,REGIONE,NULL,"53,27",14,6926,16,5468,ESERCIZIO,393,393,Europee,150646,80113,82943,163056
10,CASAPOUND ITALIA - DESTRE UNITE,1-20190526000000-10.png,N,NA,544,"0,36",I,4,14,2.0140525e+13,MOLISE,20190527075510,2.0190526e+13,156505,149610,306115,SCRUTINI,N,REGIONE,NULL,"53,27",14,6926,16,5468,ESERCIZIO,393,393,Europee,150646,80113,82943,163056
14,FORZA NUOVA,1-20190526000000-14.png,N,NA,366,"0,24",I,4,14,2.0140525e+13,MOLISE,20190527075510,2.0190526e+13,156505,149610,306115,SCRUTINI,N,REGIONE,NULL,"53,27",14,6926,16,5468,ESERCIZIO,393,393,Europee,150646,80113,82943,163056
3,PARTITO PIRATA,1-20190526000000-3.png,N,NA,204,"0,14",I,4,14,2.0140525e+13,MOLISE,20190527075510,2.0190526e+13,156505,149610,306115,SCRUTINI,N,REGIONE,NULL,"53,27",14,6926,16,5468,ESERCIZIO,393,393,Europee,150646,80113,82943,163056
8,MOVIMENTO 5 STELLE,1-20190526000000-8.png,N,NA,418547,"26,30",I,4,16,2.0140525e+13,PUGLIA,20190527074603,2.0190526e+13,1761192,1631577,3392769,SCRUTINI,N,REGIONE,NULL,0,16,0,0,0,ESERCIZIO,4016,4022,Europee,1591515,0,0,0
5,LEGA SALVINI PREMIER,1-20190526000000-5.png,N,NA,402201,"25,27",I,4,16,2.0140525e+13,PUGLIA,20190527074603,2.0190526e+13,1761192,1631577,3392769,SCRUTINI,N,REGIONE,NULL,0,16,0,0,0,ESERCIZIO,4016,4022,Europee,1591515,0,0,0
12,PARTITO DEMOCRATICO,1-20190526000000-12.png,N,NA,264767,"16,64",I,4,16,2.0140525e+13,PUGLIA,20190527074603,2.0190526e+13,1761192,1631577,3392769,SCRUTINI,N,REGIONE,NULL,0,16,0,0,0,ESERCIZIO,4016,4022,Europee,1591515,0,0,0
11,FORZA ITALIA,1-20190526000000-11.png,N,NA,176860,"11,11",I,4,16,2.0140525e+13,PUGLIA,20190527074603,2.0190526e+13,1761192,1631577,3392769,SCRUTINI,N,REGIONE,NULL,0,16,0,0,0,ESERCIZIO,4016,4022,Europee,1591515,0,0,0
7,FRATELLI D'ITALIA,1-20190526000000-7.png,N,NA,141513,"8,89",I,4,16,2.0140525e+13,PUGLIA,20190527074603,2.0190526e+13,1761192,1631577,3392769,SCRUTINI,N,REGIONE,NULL,0,16,0,0,0,ESERCIZIO,4016,4022,Europee,1591515,0,0,0
1,+EUROPA - ITALIA IN COMUNE - PDE ITALIA,1-20190526000000-1.png,N,NA,79279,"4,98",I,4,16,2.0140525e+13,PUGLIA,20190527074603,2.0190526e+13,1761192,1631577,3392769,SCRUTINI,N,REGIONE,NULL,0,16,0,0,0,ESERCIZIO,4016,4022,Europee,1591515,0,0,0
18,LA SINISTRA,1-20190526000000-18.png,N,NA,34757,"2,18",I,4,16,2.0140525e+13,PUGLIA,20190527074603,2.0190526e+13,1761192,1631577,3392769,SCRUTINI,N,REGIONE,NULL,0,16,0,0,0,ESERCIZIO,4016,4022,Europee,1591515,0,0,0
16,EUROPA VERDE,1-20190526000000-16.png,N,NA,31605,"1,99",I,4,16,2.0140525e+13,PUGLIA,20190527074603,2.0190526e+13,1761192,1631577,3392769,SCRUTINI,N,REGIONE,NULL,0,16,0,0,0,ESERCIZIO,4016,4022,Europee,1591515,0,0,0
2,PARTITO COMUNISTA,1-20190526000000-2.png,N,NA,11157,"0,70",I,4,16,2.0140525e+13,PUGLIA,20190527074603,2.0190526e+13,1761192,1631577,3392769,SCRUTINI,N,REGIONE,NULL,0,16,0,0,0,ESERCIZIO,4016,4022,Europee,1591515,0,0,0
4,PARTITO ANIMALISTA,1-20190526000000-4.png,N,NA,9312,"0,59",I,4,16,2.0140525e+13,PUGLIA,20190527074603,2.0190526e+13,1761192,1631577,3392769,SCRUTINI,N,REGIONE,NULL,0,16,0,0,0,ESERCIZIO,4016,4022,Europee,1591515,0,0,0
6,POPOLARI PER L'ITALIA,1-20190526000000-6.png,N,NA,6798,"0,43",I,4,16,2.0140525e+13,PUGLIA,20190527074603,2.0190526e+13,1761192,1631577,3392769,SCRUTINI,N,REGIONE,NULL,0,16,0,0,0,ESERCIZIO,4016,4022,Europee,1591515,0,0,0
17,POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE,1-20190526000000-17.png,N,NA,5595,"0,35",I,4,16,2.0140525e+13,PUGLIA,20190527074603,2.0190526e+13,1761192,1631577,3392769,SCRUTINI,N,REGIONE,NULL,0,16,0,0,0,ESERCIZIO,4016,4022,Europee,1591515,0,0,0
10,CASAPOUND ITALIA - DESTRE UNITE,1-20190526000000-10.png,N,NA,4350,"0,27",I,4,16,2.0140525e+13,PUGLIA,20190527074603,2.0190526e+13,1761192,1631577,3392769,SCRUTINI,N,REGIONE,NULL,0,16,0,0,0,ESERCIZIO,4016,4022,Europee,1591515,0,0,0
3,PARTITO PIRATA,1-20190526000000-3.png,N,NA,2580,"0,16",I,4,16,2.0140525e+13,PUGLIA,20190527074603,2.0190526e+13,1761192,1631577,3392769,SCRUTINI,N,REGIONE,NULL,0,16,0,0,0,ESERCIZIO,4016,4022,Europee,1591515,0,0,0
14,FORZA NUOVA,1-20190526000000-14.png,N,NA,2194,"0,14",I,4,16,2.0140525e+13,PUGLIA,20190527074603,2.0190526e+13,1761192,1631577,3392769,SCRUTINI,N,REGIONE,NULL,0,16,0,0,0,ESERCIZIO,4016,4022,Europee,1591515,0,0,0
5,LEGA SALVINI PREMIER,1-20190526000000-5.png,N,NA,135496,"27,57",I,5,20,2.0140525e+13,SARDEGNA,20190527054904,2.0190526e+13,711852,674647,1386499,SCRUTINI,N,REGIONE,NULL,"36,25",20,2601,8,8514,ESERCIZIO,1840,1840,Europee,491454,243928,258649,502577
8,MOVIMENTO 5 STELLE,1-20190526000000-8.png,N,NA,126301,"25,70",I,5,20,2.0140525e+13,SARDEGNA,20190527054904,2.0190526e+13,711852,674647,1386499,SCRUTINI,N,REGIONE,NULL,"36,25",20,2601,8,8514,ESERCIZIO,1840,1840,Europee,491454,243928,258649,502577
