cod_lis,cod_cand,cogn,nome,a_nome,sex,d_nasc,l_nasc,voti,cod,desc,img_lis,sez_perv,sez_tot,area,cod_circ,desc_circ,dt_ele,f_elet,l_terr,st,t_ele
1,1,DELLA VEDOVA,BENEDETTO,NA,M,19620403000000,SONDRIO,13325,1,+EUROPA - ITALIA IN COMUNE - PDE ITALIA,1-20190526000000-1.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
1,2,MANZI,SILVJA,NA,F,19730724000000,FOGGIA,5998,1,+EUROPA - ITALIA IN COMUNE - PDE ITALIA,1-20190526000000-1.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
1,5,PASTORELLA,GIULIA,NA,F,19860605000000,MILANO,5290,1,+EUROPA - ITALIA IN COMUNE - PDE ITALIA,1-20190526000000-1.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
1,20,RIVA,MARTINA,NA,F,19930205000000,MILANO,4010,1,+EUROPA - ITALIA IN COMUNE - PDE ITALIA,1-20190526000000-1.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
1,3,COGGI,PAOLA LETIZIA ,DETTA PAOLA TESTORI,F,19530503000000,COMO,3448,1,+EUROPA - ITALIA IN COMUNE - PDE ITALIA,1-20190526000000-1.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
1,19,TOSA,LORENZO,NA,M,19830923000000,GENOVA,2136,1,+EUROPA - ITALIA IN COMUNE - PDE ITALIA,1-20190526000000-1.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
1,9,BERTONCINO,MAURIZIA,NA,F,19650514000000,TORINO,2065,1,+EUROPA - ITALIA IN COMUNE - PDE ITALIA,1-20190526000000-1.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
1,6,MOLINARI,GABRIELE,NA,M,19750622000000,VERCELLI,1908,1,+EUROPA - ITALIA IN COMUNE - PDE ITALIA,1-20190526000000-1.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
1,4,MARAZZI,MARCO,NA,M,19690117000000,TERRACINA,1818,1,+EUROPA - ITALIA IN COMUNE - PDE ITALIA,1-20190526000000-1.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
1,10,BONI,IGOR,NA,M,19680510000000,TORINO,1802,1,+EUROPA - ITALIA IN COMUNE - PDE ITALIA,1-20190526000000-1.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
1,14,MORCELLI,STEFANO,NA,M,19920508000000,SONDALO,1478,1,+EUROPA - ITALIA IN COMUNE - PDE ITALIA,1-20190526000000-1.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
1,8,BAGNOLI,CRISTINA,NA,F,19820113000000,SIENA,1085,1,+EUROPA - ITALIA IN COMUNE - PDE ITALIA,1-20190526000000-1.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
1,11,INOUSSA,BARA,NA,M,19690101000000,BEGUEDO (BURKINA FASO),1072,1,+EUROPA - ITALIA IN COMUNE - PDE ITALIA,1-20190526000000-1.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
1,16,PAULON,MIRKO,NA,M,19740930000000,COMO,1015,1,+EUROPA - ITALIA IN COMUNE - PDE ITALIA,1-20190526000000-1.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
1,17,POGGIO,DANIELA,NA,F,19750530000000,ACQUI TERME,944,1,+EUROPA - ITALIA IN COMUNE - PDE ITALIA,1-20190526000000-1.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
1,15,ORFEI,LIA,NA,F,19741013000000,ROMA,810,1,+EUROPA - ITALIA IN COMUNE - PDE ITALIA,1-20190526000000-1.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
1,12,MARCELLINO,ELENA,NA,F,19760918000000,CARMAGNOLA,766,1,+EUROPA - ITALIA IN COMUNE - PDE ITALIA,1-20190526000000-1.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
1,7,RINOLDI,DINO GUIDO,NA,M,19511118000000,SACILE,741,1,+EUROPA - ITALIA IN COMUNE - PDE ITALIA,1-20190526000000-1.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
1,13,MICALIZZI,ALESSANDRA,NA,F,19781105000000,CATANIA,516,1,+EUROPA - ITALIA IN COMUNE - PDE ITALIA,1-20190526000000-1.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
1,18,DE ANDREIS,MARCO,NA,M,19550214000000,ROMA,301,1,+EUROPA - ITALIA IN COMUNE - PDE ITALIA,1-20190526000000-1.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
2,1,RIZZO,MARCO,NA,M,19591012000000,TORINO,5040,2,PARTITO COMUNISTA,1-20190526000000-2.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
2,2,BERGAMINI,LAURA,NA,F,19600514000000,PARMA,694,2,PARTITO COMUNISTA,1-20190526000000-2.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
2,3,RICCI,GUIDO,NA,M,19600422000000,GENOVA,267,2,PARTITO COMUNISTA,1-20190526000000-2.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
2,6,STEFANI,SILVIA,NA,F,19630721000000,GENOVA,253,2,PARTITO COMUNISTA,1-20190526000000-2.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
2,18,SCARAMOZZINO,MARIA EUGENIA,NA,F,19920904000000,TORINO,236,2,PARTITO COMUNISTA,1-20190526000000-2.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
2,5,LANG,LORENZO,NA,M,19930405000000,ROMA,229,2,PARTITO COMUNISTA,1-20190526000000-2.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
2,4,BASTONE,GIOVANNINA,NA,F,19600112000000,CARFIZZI (KR),169,2,PARTITO COMUNISTA,1-20190526000000-2.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
2,15,GULLOTTA,GRAZIANO,NA,M,19860930000000,CATANIA,155,2,PARTITO COMUNISTA,1-20190526000000-2.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
2,8,DE MATTEIS,ROSA,NA,F,19670503000000,GALLIPOLI,147,2,PARTITO COMUNISTA,1-20190526000000-2.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
2,7,APOSTOLOU,GEORGIOS,NA,M,19540710000000,ATENE (GRECIA),85,2,PARTITO COMUNISTA,1-20190526000000-2.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
2,11,RICALDONE,LUCA,NA,M,19640308000000,MILANO,82,2,PARTITO COMUNISTA,1-20190526000000-2.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
2,20,GIANNINI,DANIELA,NA,F,19610222000000,ROMA,82,2,PARTITO COMUNISTA,1-20190526000000-2.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
2,9,ARGENTINO,CIRO MASSIMO,NA,M,19710527000000,TORINO,73,2,PARTITO COMUNISTA,1-20190526000000-2.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
2,12,SATTEL,INGRID,NA,F,19371026000000,KAISERSLAUTERN (GERMANIA),64,2,PARTITO COMUNISTA,1-20190526000000-2.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
2,13,DAVOLI,ANGELO,NA,M,19600108000000,GENOVA,60,2,PARTITO COMUNISTA,1-20190526000000-2.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
2,17,BARBIERI,GIOVANNI ,NA,M,19850612000000,PALERMO,51,2,PARTITO COMUNISTA,1-20190526000000-2.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
2,19,VISENTIN,CANZIO GIUSEPPE,NA,M,19570423000000,PADERNO DUGNANO (MI),42,2,PARTITO COMUNISTA,1-20190526000000-2.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
2,10,D'ANTONI,ELEONORA,NA,F,19570324000000,ROMA,36,2,PARTITO COMUNISTA,1-20190526000000-2.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
2,14,BIANCINI,LAURA,NA,F,19470726000000,ROMA,26,2,PARTITO COMUNISTA,1-20190526000000-2.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
2,16,FIRMANI,LUCIA,NA,F,19631022000000,ROMA,18,2,PARTITO COMUNISTA,1-20190526000000-2.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
3,1,DI LIBERTO,LUIGI,NA,M,19520524000000,TORINO,1033,3,PARTITO PIRATA,1-20190526000000-3.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
3,8,CALCAGNO,STEFANIA,NA,F,19700808000000,GENOVA,347,3,PARTITO PIRATA,1-20190526000000-3.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
3,2,BARGU,CRISTINA DIANA,NA,F,19940126000000,BACAU (ROMANIA),258,3,PARTITO PIRATA,1-20190526000000-3.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
3,9,GUBELLO,LUIGI,NA,M,19911201000000,PORTOGRUARO (VE),255,3,PARTITO PIRATA,1-20190526000000-3.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
3,13,PIANA,CARLO,NA,M,19680925000000,OMEGNA,180,3,PARTITO PIRATA,1-20190526000000-3.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
3,11,CIURCINA,MARCO,NA,M,19650205000000,ROMA,157,3,PARTITO PIRATA,1-20190526000000-3.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
3,4,AMICI,MONICA,NA,F,19660626000000,ROMA,138,3,PARTITO PIRATA,1-20190526000000-3.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
3,15,CALAMARI,MARCO ANSELMO LUCA,NA,M,19550917000000,LUCCA,130,3,PARTITO PIRATA,1-20190526000000-3.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
3,6,BONANNO,SARA,NA,F,19641006000000,BRESCIA,128,3,PARTITO PIRATA,1-20190526000000-3.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
3,17,ZINGARELLI,FELICE,NA,M,19640619000000,ANDRIA ,120,3,PARTITO PIRATA,1-20190526000000-3.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
3,7,BRANCOTTI,FABIO AARON,NA,M,19640313000000,SEREGNO,100,3,PARTITO PIRATA,1-20190526000000-3.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
3,14,TALARICO,ROSARIA,NA,F,19780419000000,CATANZARO,81,3,PARTITO PIRATA,1-20190526000000-3.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
3,5,BORILE,PAUL STEPHEN,NA,M,19640216000000,DEARBORN (USA),80,3,PARTITO PIRATA,1-20190526000000-3.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
3,3,CIOFINI,ALESSANDRO,NA,M,19710117000000,AREZZO,77,3,PARTITO PIRATA,1-20190526000000-3.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
3,12,PIEVATOLO,MARIA CHIARA,NA,F,19630712000000,FIRENZE,47,3,PARTITO PIRATA,1-20190526000000-3.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
3,10,PIATTELLI,VALENTINA,NA,F,19720612000000,FIRENZE,39,3,PARTITO PIRATA,1-20190526000000-3.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
3,16,GUREKIAN,ARAM,NA,M,19700623000000,MONTEBELLUNA (TV),26,3,PARTITO PIRATA,1-20190526000000-3.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
4,1,CERIELLO,CRISTIANO,NA,M,19740704000000,NAPOLI,725,4,PARTITO ANIMALISTA,1-20190526000000-4.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
4,2,CAMPANA,ISABELLA,NA,F,19820402000000,CARIATI (CS),667,4,PARTITO ANIMALISTA,1-20190526000000-4.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
4,3,MUSACCHIO,ALBERTO,NA,M,19610113000000,CUNEO,362,4,PARTITO ANIMALISTA,1-20190526000000-4.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
4,8,ZANIN,LUISANTONIO,NA,M,19870919000000,MAROSTICA (VI),168,4,PARTITO ANIMALISTA,1-20190526000000-4.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
4,4,RAVICINI,ANNA TONIA,NA,F,19660510000000,BOUSSU' (BELGIO),150,4,PARTITO ANIMALISTA,1-20190526000000-4.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
4,5,RINALDINI,DANIELA,NA,F,19720325000000,NAPOLI,112,4,PARTITO ANIMALISTA,1-20190526000000-4.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
4,6,BRUNO,ANNUNZIATA,NA,F,19670529000000,NOCERA INFERIORE (SA),110,4,PARTITO ANIMALISTA,1-20190526000000-4.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
4,7,MONTORO,ALBERTO,NA,M,19670331000000,NOCERA INFERIORE (SA),68,4,PARTITO ANIMALISTA,1-20190526000000-4.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
5,1,SALVINI,MATTEO,NA,M,19730309000000,MILANO,695074,5,LEGA SALVINI PREMIER,1-20190526000000-5.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
5,7,CIOCCA,ANGELO,DETTO COCCIA,M,19750628000000,PAVIA,89752,5,LEGA SALVINI PREMIER,1-20190526000000-5.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
5,17,SARDONE,SILVIA SERAFINA,DETTA NARDONE DETTA SILVIA,F,19821225000000,MILANO,44950,5,LEGA SALVINI PREMIER,1-20190526000000-5.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
5,18,TOVAGLIERI,ISABELLA,NA,F,19870625000000,BUSTO ARSIZIO,32372,5,LEGA SALVINI PREMIER,1-20190526000000-5.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
5,9,LANCINI,DANILO OSCAR,NA,M,19651015000000,ROVATO,21950,5,LEGA SALVINI PREMIER,1-20190526000000-5.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
5,8,GANCIA,GIANNA,IN CALDEROLI,F,19721231000000,BRA,19183,5,LEGA SALVINI PREMIER,1-20190526000000-5.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
5,19,ZAMBELLI,STEFANIA,NA,F,19710406000000,SALO',18729,5,LEGA SALVINI PREMIER,1-20190526000000-5.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
5,12,PANZA,ALESSANDRO,NA,M,19820515000000,DOMODOSSOLA,18192,5,LEGA SALVINI PREMIER,1-20190526000000-5.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
5,20,ZANNI,MARCO,NA,M,19860711000000,LOVERE,17958,5,LEGA SALVINI PREMIER,1-20190526000000-5.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
5,3,CAMPOMENOSI,MARCO,NA,M,19750902000000,GENOVA,17768,5,LEGA SALVINI PREMIER,1-20190526000000-5.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
5,4,CAPPELLARI,ALESSANDRA,NA,F,19760501000000,CASTIGLIONE DELLE STIVIERE,16996,5,LEGA SALVINI PREMIER,1-20190526000000-5.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
5,6,CATTANEO,DANTE,DETTO DANTE,M,19830507000000,RHO,16163,5,LEGA SALVINI PREMIER,1-20190526000000-5.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
5,2,ANDREINA,HEIDI MONICA,NA,F,19670727000000,SARNICO,13458,5,LEGA SALVINI PREMIER,1-20190526000000-5.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
5,14,PORRO,CRISTINA,NA,F,19711119000000,ALBENGA,11139,5,LEGA SALVINI PREMIER,1-20190526000000-5.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
5,13,POGGIO,VITTORIA,NA,F,19521221000000,ALESSANDRIA,11039,5,LEGA SALVINI PREMIER,1-20190526000000-5.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
5,5,CASIRAGHI,MARTA,NA,F,19480214000000,MISSAGLIA,9644,5,LEGA SALVINI PREMIER,1-20190526000000-5.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
5,11,MOLTENI,LAURA,NA,F,19600729000000,MILANO,9573,5,LEGA SALVINI PREMIER,1-20190526000000-5.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
5,15,RACCA,MARCO,NA,M,19820202000000,SAVIGLIANO,8411,5,LEGA SALVINI PREMIER,1-20190526000000-5.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
5,10,MARRAPODI,PIETRO ANTONIO,NA,M,19730819000000,CASIGNANA,7151,5,LEGA SALVINI PREMIER,1-20190526000000-5.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
5,16,SAMMARITANI,PAOLO,NA,M,19590719000000,AOSTA,5947,5,LEGA SALVINI PREMIER,1-20190526000000-5.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
6,2,PIROVANO,PIERO,NA,M,19410604000000,MILANO,981,6,POPOLARI PER L'ITALIA,1-20190526000000-6.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
6,1,FERRARA,ALESSANDRA,NA,F,19590822000000,CHIAVARI,869,6,POPOLARI PER L'ITALIA,1-20190526000000-6.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
6,5,PRETE,GIUSEPPE,NA,M,19600918000000,LECCE,718,6,POPOLARI PER L'ITALIA,1-20190526000000-6.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
6,12,DAMIAN,LUCA,NA,M,19680817000000,LA SPEZIA,623,6,POPOLARI PER L'ITALIA,1-20190526000000-6.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
6,17,TACCHI,ENRICO MARIA,NA,M,19511208000000,BUSTO ARSIZIO,622,6,POPOLARI PER L'ITALIA,1-20190526000000-6.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
6,16,KRIENKE,MARKUS JOHANNES,NA,M,19780228000000,GRUEN STADT (GERMANIA),408,6,POPOLARI PER L'ITALIA,1-20190526000000-6.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
6,3,AGNELLINI,GIORGIO,NA,M,19551229000000,BRESCIA,385,6,POPOLARI PER L'ITALIA,1-20190526000000-6.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
6,4,EVANGELISTI,PAOLA,NA,F,19650704000000,NAPOLI,307,6,POPOLARI PER L'ITALIA,1-20190526000000-6.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
6,7,RICCARDI,NOEMI PAOLA,NA,F,19660424000000,FONDI (LT),304,6,POPOLARI PER L'ITALIA,1-20190526000000-6.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
6,11,VICINO,SONIA,NA,F,19810905000000,PINEROLO,263,6,POPOLARI PER L'ITALIA,1-20190526000000-6.png,15988,15988,I,1,I : ITALIA NORD-OCCIDENTALE,2.0190526e+13,PREFERENZE,CIRCOSCRIZIONE,ESERCIZIO,Europee
