cod_lis,cod_cand,cogn,nome,a_nome,sex,d_nasc,l_nasc,voti,cod,desc,img_lis,sez_perv,sez_tot,area,cod_reg,desc_reg,dt_ele,f_elet,l_terr,st,t_ele
10,11,LAURIA,GIUSEPPE,DETTO BEPPE,M,19610503000000,CUNEO,0,10,CASAPOUND ITALIA - DESTRE UNITE,1-20190526000000-10.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
10,13,MANTOAN,ADRIANA,NA,F,19640118000000,TORINO,0,10,CASAPOUND ITALIA - DESTRE UNITE,1-20190526000000-10.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
10,15,POLLINI,MORENA,NA,F,19740102000000,VARESE,0,10,CASAPOUND ITALIA - DESTRE UNITE,1-20190526000000-10.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
10,18,SICILIANO,LUCIA,NA,F,19561215000000,ANTONIMINA,0,10,CASAPOUND ITALIA - DESTRE UNITE,1-20190526000000-10.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
11,1,BERLUSCONI,SILVIO,NA,M,19360929000000,MILANO,1044,11,FORZA ITALIA,1-20190526000000-11.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
11,2,COMI,LARA,NA,F,19830218000000,GARBAGNATE MILANESE,311,11,FORZA ITALIA,1-20190526000000-11.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
11,6,RUFFINO,DANIELA,NA,F,19590207000000,TORINO,95,11,FORZA ITALIA,1-20190526000000-11.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
11,3,SALINI,MASSIMILIANO,NA,M,19730311000000,SORESINA,72,11,FORZA ITALIA,1-20190526000000-11.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
11,9,BORMOLINI,DAMIANO,NA,M,19651222000000,LIVIGNO,56,11,FORZA ITALIA,1-20190526000000-11.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
11,4,VERSACE,GIUSEPPINA,DETTA GIUSY,F,19770520000000,REGGIO DI CALABRIA,39,11,FORZA ITALIA,1-20190526000000-11.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
11,20,TOSO,CLAUDIA,NA,F,19750306000000,MILANO,31,11,FORZA ITALIA,1-20190526000000-11.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
11,17,PAROLINI,MAURO,DETTO MAURO,M,19580517000000,DESENZANO DEL GARDA,18,11,FORZA ITALIA,1-20190526000000-11.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
11,15,MOTTA,MATTEO,NA,M,19701116000000,MILANO,8,11,FORZA ITALIA,1-20190526000000-11.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
11,10,BOSSO,CINZIA MARIA,NA,F,19660715000000,PINEROLO,6,11,FORZA ITALIA,1-20190526000000-11.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
11,11,COSMI,BENEDETTA GAIA,NA,F,19830909000000,VELLETRI,4,11,FORZA ITALIA,1-20190526000000-11.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
11,5,BARONI,ANNALISA,NA,F,19591020000000,MANTOVA,3,11,FORZA ITALIA,1-20190526000000-11.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
11,8,BARBAGALLO,SALVATORE,NA,M,19690601010000,CATANIA,3,11,FORZA ITALIA,1-20190526000000-11.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
11,14,GRIMALDI,MASSIMILIANO,NA,M,19660831000000,BERGAMO,3,11,FORZA ITALIA,1-20190526000000-11.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
11,12,FATUZZO,ELISABETTA,NA,F,19680917000000,VERCELLI,2,11,FORZA ITALIA,1-20190526000000-11.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
11,19,TATARELLA,PIETRO,NA,M,19830913000000,MILANO,2,11,FORZA ITALIA,1-20190526000000-11.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
11,7,ATROUS,AMIR,NA,M,19920325000000,CASTELVETRANO,1,11,FORZA ITALIA,1-20190526000000-11.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
11,13,GRAGLIA,FRANCESCO,DETTO FRANCO,M,19690710000000,FOSSANO,1,11,FORZA ITALIA,1-20190526000000-11.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
11,16,PAPARATTO,ROBERTA,NA,F,19860112000000,REGGIO NELL'EMILIA,0,11,FORZA ITALIA,1-20190526000000-11.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
11,18,PORTA,MARIA ROSA ASSUNTA,NA,F,19610818000000,NOVI LIGURE,0,11,FORZA ITALIA,1-20190526000000-11.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
12,13,CROSA,EDDA,NA,F,19570828000000,BORGOSESIA,2116,12,PARTITO DEMOCRATICO,1-20190526000000-12.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
12,1,PISAPIA,GIULIANO,NA,M,19490520000000,MILANO,1600,12,PARTITO DEMOCRATICO,1-20190526000000-12.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
12,6,BRESSO,MERCEDES,NA,F,19440712000000,SANREMO,382,12,PARTITO DEMOCRATICO,1-20190526000000-12.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
12,2,TINAGLI,IRENE,NA,F,19740416000000,EMPOLI,357,12,PARTITO DEMOCRATICO,1-20190526000000-12.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
12,3,MORANDO,ANTONIO ENRICO,NA,M,19500930000000,ARQUATA SCRIVIA,224,12,PARTITO DEMOCRATICO,1-20190526000000-12.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
12,20,VIOTTI,DANIELE,NA,M,19740308000000,ALESSANDRIA,150,12,PARTITO DEMOCRATICO,1-20190526000000-12.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
12,12,MAJORINO,PIERFRANCESCO,NA,M,19730514000000,MILANO,126,12,PARTITO DEMOCRATICO,1-20190526000000-12.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
12,5,BENIFEI,BRANDO MARIA,DETTO BRANDO DETTO BONIFEI,M,19860101000000,LA SPEZIA,103,12,PARTITO DEMOCRATICO,1-20190526000000-12.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
12,15,MASTROMARINO,ANNA,NA,F,19750419000000,TORINO,77,12,PARTITO DEMOCRATICO,1-20190526000000-12.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
12,17,RADICCHI,ANGELICA,NA,F,19890912000000,GENOVA,63,12,PARTITO DEMOCRATICO,1-20190526000000-12.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
12,11,BORSOTTO,IVANA,NA,F,19651118000000,FOSSANO,58,12,PARTITO DEMOCRATICO,1-20190526000000-12.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
12,7,AVANZA,CATERINA,NA,F,19810406000000,BRESCIA,55,12,PARTITO DEMOCRATICO,1-20190526000000-12.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
12,4,TOIA,PATRIZIA FERMA FRANCESCA,NA,F,19500317000000,POGLIANO MILANESE,54,12,PARTITO DEMOCRATICO,1-20190526000000-12.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
12,10,GRAGLIA,PIERO,NA,M,19630418000000,SANREMO,13,12,PARTITO DEMOCRATICO,1-20190526000000-12.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
12,8,FACCANI,GIULIANO,NA,M,19490921000000,IMOLA,9,12,PARTITO DEMOCRATICO,1-20190526000000-12.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
12,16,MOTTINELLI,PIER LUIGI,DETTO GIGI,M,19640112000000,CEDEGOLO,9,12,PARTITO DEMOCRATICO,1-20190526000000-12.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
12,18,PACENTE,CARMINE,NA,M,19780901000000,VALLO DELLA LUCANIA,8,12,PARTITO DEMOCRATICO,1-20190526000000-12.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
12,9,BERSANETTI,MONICA,NA,F,19590508000000,FERRARA,6,12,PARTITO DEMOCRATICO,1-20190526000000-12.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
12,14,FARINA,GIOVANNI,DETTO GIANNI,M,19410110000000,CAIOLO,1,12,PARTITO DEMOCRATICO,1-20190526000000-12.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
12,19,SIGNORONI LOMI,ERNESTINA,DETTA TINA,F,19470112000000,LODI,1,12,PARTITO DEMOCRATICO,1-20190526000000-12.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
13,1,GHELLER,MARCO,NA,M,19850621000000,AOSTA,4518,13,AUTONOMIE PER L'EUROPA,1-20190526000000-13.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
13,2,MAGGI,ISA,NA,F,19571010000000,LINAROLO,30,13,AUTONOMIE PER L'EUROPA,1-20190526000000-13.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
13,3,LOMBARDO,GIACOMO,NA,M,19430526000000,CRISSOLO,6,13,AUTONOMIE PER L'EUROPA,1-20190526000000-13.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
14,1,FIORE,ROBERTO,NA,M,19590415000000,ROMA,8,14,FORZA NUOVA,1-20190526000000-14.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
14,2,PERRONE,ROBERTA,NA,F,19781206000000,MILANO,0,14,FORZA NUOVA,1-20190526000000-14.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
14,3,CANU,DUILIO,NA,M,19690524000000,MILANO,0,14,FORZA NUOVA,1-20190526000000-14.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
14,4,VERDICCHIO,ANGELA,NA,F,19900517000000,LECCE,0,14,FORZA NUOVA,1-20190526000000-14.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
14,5,FERRARA,SALVATORE,NA,M,19630902000000,BRESCIA,0,14,FORZA NUOVA,1-20190526000000-14.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
14,6,POLEZZO,PERLA,NA,F,19720808000000,MILANO,0,14,FORZA NUOVA,1-20190526000000-14.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
14,7,SAIJA,STEFANO ROSARIO ,NA,M,19730329000000,TORINO,0,14,FORZA NUOVA,1-20190526000000-14.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
14,8,FRIGERIO,FRANCESCA,NA,F,19660715000000,COMO,0,14,FORZA NUOVA,1-20190526000000-14.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
14,9,NEGRINI,CLAUDIO,NA,M,19550908000000,SERMIDE,0,14,FORZA NUOVA,1-20190526000000-14.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
14,10,CORTESE,CARMELA,NA,F,19720506000000,MADDALONI,0,14,FORZA NUOVA,1-20190526000000-14.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
14,11,SANTANGELO,VINCENZO,NA,M,19710512000000,ASTI,0,14,FORZA NUOVA,1-20190526000000-14.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
14,12,MORUCCHIO,FRANCESCA,NA,F,19810714000000,TORINO,0,14,FORZA NUOVA,1-20190526000000-14.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
14,13,MORETTI,ANDREA,NA,M,19451114000000,AMEGLIA,0,14,FORZA NUOVA,1-20190526000000-14.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
14,14,BOTTARELLI,ANTONELLA,NA,F,19610920000000,CITTIGLIO,0,14,FORZA NUOVA,1-20190526000000-14.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
16,1,GRANDI,ELENA EVA MARIA ,NA,F,19600208000000,MILANO,138,16,EUROPA VERDE,1-20190526000000-16.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
16,9,CIVATI,GIUSEPPE,DETTO PIPPO,M,19750804000000,MONZA,95,16,EUROPA VERDE,1-20190526000000-16.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
16,2,FINIGUERRA,DOMENICO,NA,M,19710903000000,MILANO,72,16,EUROPA VERDE,1-20190526000000-16.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
16,3,DRUETTI,FRANCESCA,NA,F,19830202000000,MONCALIERI,29,16,EUROPA VERDE,1-20190526000000-16.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
16,5,PARODI,SILVIA ,NA,F,19720529000000,GENOVA,29,16,EUROPA VERDE,1-20190526000000-16.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
16,12,DINI,VERONICA,NA,F,19740531000000,FIRENZE,16,16,EUROPA VERDE,1-20190526000000-16.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
16,16,MOSSA,TIZIANA,NA,F,19780529000000,TORINO,16,16,EUROPA VERDE,1-20190526000000-16.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
16,10,COMPARELLI,MARTINA,NA,F,19930511000000,MILANO,12,16,EUROPA VERDE,1-20190526000000-16.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
16,19,RINALDI,BENEDETTA,NA,F,19840410000000,TIRANO,12,16,EUROPA VERDE,1-20190526000000-16.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
16,20,ROSSINI,CHIARA,NA,F,19750319000000,BRESCIA,11,16,EUROPA VERDE,1-20190526000000-16.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
16,4,CAPUTO,ANTONIO,NA,M,19491012000000,GINESTRA,10,16,EUROPA VERDE,1-20190526000000-16.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
16,6,PARODI,MAURIZIO,NA,M,19561229000000,PONTREMOLI,8,16,EUROPA VERDE,1-20190526000000-16.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
16,13,FEDRIGHINI,ENRICO,DETTO FEDRI,M,19590607000000,CASTELLAMMARE DI STABIA,8,16,EUROPA VERDE,1-20190526000000-16.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
16,14,LIMARDI,ANTONIO,NA,M,19650901000000,ASTI,8,16,EUROPA VERDE,1-20190526000000-16.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
16,18,PINZUTI,PAOLO,NA,M,19780822000000,TRADATE,7,16,EUROPA VERDE,1-20190526000000-16.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
16,8,BARBONETTI,ILARIA,NA,F,19840301000000,MILANO,6,16,EUROPA VERDE,1-20190526000000-16.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
16,15,MORO,MARCO,NA,M,19610816000000,PADOVA,5,16,EUROPA VERDE,1-20190526000000-16.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
16,7,BALOTTA,DARIO,NA,M,19530812000000,GRONTARDO,4,16,EUROPA VERDE,1-20190526000000-16.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
16,11,CROSIGNANI,PAOLO,NA,M,19480721000000,NOVARA,3,16,EUROPA VERDE,1-20190526000000-16.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
16,17,PETTINICCHIO,MARIA SILVIA ANGELA CONCETTA,NA,F,19710507000000,MILANO,0,16,EUROPA VERDE,1-20190526000000-16.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
17,1,ALLI,PAOLO,NA,M,19500706000000,LEGNANO,11,17,POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE,1-20190526000000-17.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
17,11,RUS,MARKO,NA,M,19421009000000,LUBIANA (SLOVENIA),11,17,POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE,1-20190526000000-17.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
17,2,D'AMATO,GABRIELLA ,NA,F,19700201000000,MONDRAGONE,8,17,POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE,1-20190526000000-17.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
17,4,AVAGNINA,SILVIA CAMILLA,NA,F,19930614000000,CHIAVARI (GE),5,17,POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE,1-20190526000000-17.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
17,7,AVAGNINA,LUCA,NA,M,19600328000000,TORINO,4,17,POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE,1-20190526000000-17.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
17,5,GHIRARDELLO,MARCO,NA,M,19891028000000,TORINO,2,17,POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE,1-20190526000000-17.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
17,3,ARCHETTI,GIANCARLO,NA,M,19570103000000,BRESCIA,1,17,POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE,1-20190526000000-17.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
17,9,BERGER,MAURIZIO,NA,M,19700217000000,PINEROLO,1,17,POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE,1-20190526000000-17.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
17,10,GHIONE,GIULIANA,NA,F,19730302000000,PINEROLO,1,17,POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE,1-20190526000000-17.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
17,14,PARMA,STEFANIA,NA,F,19640909000000,BRESCIA,1,17,POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE,1-20190526000000-17.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
17,16,FESTA,MARA,NA,F,19690302000000,TORINO,1,17,POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE,1-20190526000000-17.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
17,18,RUFFINO,MARGHERITA,NA,F,19480802000000,CANALE,1,17,POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE,1-20190526000000-17.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
17,6,LAGANA',CRISTINA,NA,F,19780101000000,TRESCORE BALNEARIO,0,17,POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE,1-20190526000000-17.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
17,8,PONGILUPPI ELEUTERI,EMANUELA,NA,F,19680608000000,ROMA,0,17,POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE,1-20190526000000-17.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
17,12,BONANNI,SANDRA MARGARETTA ANNA,NA,F,19670427000000,OTTAWA (CANADA),0,17,POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE,1-20190526000000-17.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
17,13,GRASSO,GIOVANNI,NA,M,19900125000000,CASTIGLIONE DELLE STIVIERE,0,17,POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE,1-20190526000000-17.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
17,15,PINTUS,SALVATORE ANGELO,NA,M,19480314000000,VILLA SAN GIOVANNI,0,17,POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE,1-20190526000000-17.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
17,17,FRECENTESE,ROBERTO,NA,M,19540607000000,AREZZO,0,17,POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE,1-20190526000000-17.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
18,11,GIORDANO,CHIARA,NA,F,19810323000000,AOSTA,628,18,LA SINISTRA,1-20190526000000-18.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
18,8,FERRERO,PAOLO,NA,M,19601117000000,POMARETTO,87,18,LA SINISTRA,1-20190526000000-18.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
18,15,PADOAN,DANIELA,NA,F,19581125000000,BOLOGNA,43,18,LA SINISTRA,1-20190526000000-18.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
18,1,CIRANT,ELEONORA,NA,F,19730909000000,MILANO,35,18,LA SINISTRA,1-20190526000000-18.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
18,2,AMATO,MASSIMO,NA,M,19630512000000,MILANO,26,18,LA SINISTRA,1-20190526000000-18.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
18,14,MASSIRONI,LUCA,NA,M,19921124000000,SESTO SAN GIOVANNI,26,18,LA SINISTRA,1-20190526000000-18.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
18,18,PANAGOPOULOS,ARGYRIOS,DETTO ARGIRIS,M,19611104000000,ATENE (GRECIA),22,18,LA SINISTRA,1-20190526000000-18.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
18,7,CERA,VALENTINA,NA,F,19811029000000,MONCALIERI,18,18,LA SINISTRA,1-20190526000000-18.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
18,16,NARCISI,PAOLO,NA,M,19630501000000,PINEROLO,12,18,LA SINISTRA,1-20190526000000-18.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
18,17,SEREKE,RAHEL ,DETTA RACHELA,F,19780223000000,ROMA,12,18,LA SINISTRA,1-20190526000000-18.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
18,3,BRANCA,MARIA GABRIELLA,NA,F,19570513000000,SAN CANZIAN D'ISONZO,8,18,LA SINISTRA,1-20190526000000-18.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
18,10,FIERRO,ANIELLO,NA,M,19831018000000,CUNEO,7,18,LA SINISTRA,1-20190526000000-18.png,151,151,I,2,VALLE D'AOSTA,2.0190526e+13,PREFERENZE,REGIONE,ESERCIZIO,Europee
