pos,desc_lis,img_lis,min,max_coll,voti,perc,area,ced,cod_naz,data_prec_elez,desc_naz,dt_agg,dt_ele,ele_f,ele_m,ele_t,f_elet,fine_rip,l_terr,naz_sto,perc_vot,ric,sk_bianche,sk_contestate,sk_nulle,st,sz_perv,sz_tot,t_ele,tot_vot_lis,vot_f,vot_m,vot_t
17,POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE,1-20190526000000-17.png,N,NA,0,0,E,NULL,245,2.0140525e+13,ROMANIA,20190527172015,2.0190526e+13,1593,5736,7329,SCRUTINI,N,NAZIONE,245,"5,57",S,1,0,7,ESERCIZIO,10,10,Europee,400,92,316,408
9,PPA MOVIMENTO POLITICO PENSIERO AZIONE,1-20190526000000-9.png,N,NA,0,0,E,NULL,245,2.0140525e+13,ROMANIA,20190527172015,2.0190526e+13,1593,5736,7329,SCRUTINI,N,NAZIONE,245,"5,57",S,1,0,7,ESERCIZIO,10,10,Europee,400,92,316,408
15,SVP,1-20190526000000-15.png,S,11,0,0,E,NULL,245,2.0140525e+13,ROMANIA,20190527172015,2.0190526e+13,1593,5736,7329,SCRUTINI,N,NAZIONE,245,"5,57",S,1,0,7,ESERCIZIO,10,10,Europee,400,92,316,408
12,PARTITO DEMOCRATICO,1-20190526000000-12.png,N,NA,65,"32,83",E,NULL,452,2.0140525e+13,SLOVACCHIA,20190527091234,2.0190526e+13,327,885,1212,SCRUTINI,N,NAZIONE,452,"16,75",NULL,0,0,5,ESERCIZIO,5,5,Europee,198,53,150,203
5,LEGA SALVINI PREMIER,1-20190526000000-5.png,N,NA,43,"21,72",E,NULL,452,2.0140525e+13,SLOVACCHIA,20190527091234,2.0190526e+13,327,885,1212,SCRUTINI,N,NAZIONE,452,"16,75",NULL,0,0,5,ESERCIZIO,5,5,Europee,198,53,150,203
8,MOVIMENTO 5 STELLE,1-20190526000000-8.png,N,NA,38,"19,19",E,NULL,452,2.0140525e+13,SLOVACCHIA,20190527091234,2.0190526e+13,327,885,1212,SCRUTINI,N,NAZIONE,452,"16,75",NULL,0,0,5,ESERCIZIO,5,5,Europee,198,53,150,203
1,+EUROPA - ITALIA IN COMUNE - PDE ITALIA,1-20190526000000-1.png,N,NA,13,"6,57",E,NULL,452,2.0140525e+13,SLOVACCHIA,20190527091234,2.0190526e+13,327,885,1212,SCRUTINI,N,NAZIONE,452,"16,75",NULL,0,0,5,ESERCIZIO,5,5,Europee,198,53,150,203
16,EUROPA VERDE,1-20190526000000-16.png,N,NA,10,"5,05",E,NULL,452,2.0140525e+13,SLOVACCHIA,20190527091234,2.0190526e+13,327,885,1212,SCRUTINI,N,NAZIONE,452,"16,75",NULL,0,0,5,ESERCIZIO,5,5,Europee,198,53,150,203
11,FORZA ITALIA,1-20190526000000-11.png,N,NA,10,"5,05",E,NULL,452,2.0140525e+13,SLOVACCHIA,20190527091234,2.0190526e+13,327,885,1212,SCRUTINI,N,NAZIONE,452,"16,75",NULL,0,0,5,ESERCIZIO,5,5,Europee,198,53,150,203
7,FRATELLI D'ITALIA,1-20190526000000-7.png,N,NA,7,"3,54",E,NULL,452,2.0140525e+13,SLOVACCHIA,20190527091234,2.0190526e+13,327,885,1212,SCRUTINI,N,NAZIONE,452,"16,75",NULL,0,0,5,ESERCIZIO,5,5,Europee,198,53,150,203
18,LA SINISTRA,1-20190526000000-18.png,N,NA,4,"2,02",E,NULL,452,2.0140525e+13,SLOVACCHIA,20190527091234,2.0190526e+13,327,885,1212,SCRUTINI,N,NAZIONE,452,"16,75",NULL,0,0,5,ESERCIZIO,5,5,Europee,198,53,150,203
6,POPOLARI PER L'ITALIA,1-20190526000000-6.png,N,NA,3,"1,52",E,NULL,452,2.0140525e+13,SLOVACCHIA,20190527091234,2.0190526e+13,327,885,1212,SCRUTINI,N,NAZIONE,452,"16,75",NULL,0,0,5,ESERCIZIO,5,5,Europee,198,53,150,203
3,PARTITO PIRATA,1-20190526000000-3.png,N,NA,2,"1,01",E,NULL,452,2.0140525e+13,SLOVACCHIA,20190527091234,2.0190526e+13,327,885,1212,SCRUTINI,N,NAZIONE,452,"16,75",NULL,0,0,5,ESERCIZIO,5,5,Europee,198,53,150,203
10,CASAPOUND ITALIA - DESTRE UNITE,1-20190526000000-10.png,N,NA,1,"0,51",E,NULL,452,2.0140525e+13,SLOVACCHIA,20190527091234,2.0190526e+13,327,885,1212,SCRUTINI,N,NAZIONE,452,"16,75",NULL,0,0,5,ESERCIZIO,5,5,Europee,198,53,150,203
4,PARTITO ANIMALISTA,1-20190526000000-4.png,N,NA,1,"0,51",E,NULL,452,2.0140525e+13,SLOVACCHIA,20190527091234,2.0190526e+13,327,885,1212,SCRUTINI,N,NAZIONE,452,"16,75",NULL,0,0,5,ESERCIZIO,5,5,Europee,198,53,150,203
2,PARTITO COMUNISTA,1-20190526000000-2.png,N,NA,1,"0,51",E,NULL,452,2.0140525e+13,SLOVACCHIA,20190527091234,2.0190526e+13,327,885,1212,SCRUTINI,N,NAZIONE,452,"16,75",NULL,0,0,5,ESERCIZIO,5,5,Europee,198,53,150,203
13,AUTONOMIE PER L'EUROPA,1-20190526000000-13.png,S,12,0,0,E,NULL,452,2.0140525e+13,SLOVACCHIA,20190527091234,2.0190526e+13,327,885,1212,SCRUTINI,N,NAZIONE,452,"16,75",NULL,0,0,5,ESERCIZIO,5,5,Europee,198,53,150,203
14,FORZA NUOVA,1-20190526000000-14.png,N,NA,0,0,E,NULL,452,2.0140525e+13,SLOVACCHIA,20190527091234,2.0190526e+13,327,885,1212,SCRUTINI,N,NAZIONE,452,"16,75",NULL,0,0,5,ESERCIZIO,5,5,Europee,198,53,150,203
17,POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE,1-20190526000000-17.png,N,NA,0,0,E,NULL,452,2.0140525e+13,SLOVACCHIA,20190527091234,2.0190526e+13,327,885,1212,SCRUTINI,N,NAZIONE,452,"16,75",NULL,0,0,5,ESERCIZIO,5,5,Europee,198,53,150,203
9,PPA MOVIMENTO POLITICO PENSIERO AZIONE,1-20190526000000-9.png,N,NA,0,0,E,NULL,452,2.0140525e+13,SLOVACCHIA,20190527091234,2.0190526e+13,327,885,1212,SCRUTINI,N,NAZIONE,452,"16,75",NULL,0,0,5,ESERCIZIO,5,5,Europee,198,53,150,203
15,SVP,1-20190526000000-15.png,S,11,0,0,E,NULL,452,2.0140525e+13,SLOVACCHIA,20190527091234,2.0190526e+13,327,885,1212,SCRUTINI,N,NAZIONE,452,"16,75",NULL,0,0,5,ESERCIZIO,5,5,Europee,198,53,150,203
5,LEGA SALVINI PREMIER,1-20190526000000-5.png,N,NA,107,"27,65",E,S,450,2.0140525e+13,SLOVENIA,20190527173822,2.0190526e+13,1727,2745,4472,SCRUTINI,N,NAZIONE,450,"8,99",S,3,0,12,ESERCIZIO,10,10,Europee,387,179,223,402
12,PARTITO DEMOCRATICO,1-20190526000000-12.png,N,NA,96,"24,81",E,S,450,2.0140525e+13,SLOVENIA,20190527173822,2.0190526e+13,1727,2745,4472,SCRUTINI,N,NAZIONE,450,"8,99",S,3,0,12,ESERCIZIO,10,10,Europee,387,179,223,402
8,MOVIMENTO 5 STELLE,1-20190526000000-8.png,N,NA,70,"18,09",E,S,450,2.0140525e+13,SLOVENIA,20190527173822,2.0190526e+13,1727,2745,4472,SCRUTINI,N,NAZIONE,450,"8,99",S,3,0,12,ESERCIZIO,10,10,Europee,387,179,223,402
11,FORZA ITALIA,1-20190526000000-11.png,N,NA,25,"6,46",E,S,450,2.0140525e+13,SLOVENIA,20190527173822,2.0190526e+13,1727,2745,4472,SCRUTINI,N,NAZIONE,450,"8,99",S,3,0,12,ESERCIZIO,10,10,Europee,387,179,223,402
1,+EUROPA - ITALIA IN COMUNE - PDE ITALIA,1-20190526000000-1.png,N,NA,20,"5,17",E,S,450,2.0140525e+13,SLOVENIA,20190527173822,2.0190526e+13,1727,2745,4472,SCRUTINI,N,NAZIONE,450,"8,99",S,3,0,12,ESERCIZIO,10,10,Europee,387,179,223,402
16,EUROPA VERDE,1-20190526000000-16.png,N,NA,18,"4,65",E,S,450,2.0140525e+13,SLOVENIA,20190527173822,2.0190526e+13,1727,2745,4472,SCRUTINI,N,NAZIONE,450,"8,99",S,3,0,12,ESERCIZIO,10,10,Europee,387,179,223,402
18,LA SINISTRA,1-20190526000000-18.png,N,NA,17,"4,39",E,S,450,2.0140525e+13,SLOVENIA,20190527173822,2.0190526e+13,1727,2745,4472,SCRUTINI,N,NAZIONE,450,"8,99",S,3,0,12,ESERCIZIO,10,10,Europee,387,179,223,402
7,FRATELLI D'ITALIA,1-20190526000000-7.png,N,NA,12,"3,10",E,S,450,2.0140525e+13,SLOVENIA,20190527173822,2.0190526e+13,1727,2745,4472,SCRUTINI,N,NAZIONE,450,"8,99",S,3,0,12,ESERCIZIO,10,10,Europee,387,179,223,402
4,PARTITO ANIMALISTA,1-20190526000000-4.png,N,NA,7,"1,81",E,S,450,2.0140525e+13,SLOVENIA,20190527173822,2.0190526e+13,1727,2745,4472,SCRUTINI,N,NAZIONE,450,"8,99",S,3,0,12,ESERCIZIO,10,10,Europee,387,179,223,402
3,PARTITO PIRATA,1-20190526000000-3.png,N,NA,4,"1,03",E,S,450,2.0140525e+13,SLOVENIA,20190527173822,2.0190526e+13,1727,2745,4472,SCRUTINI,N,NAZIONE,450,"8,99",S,3,0,12,ESERCIZIO,10,10,Europee,387,179,223,402
10,CASAPOUND ITALIA - DESTRE UNITE,1-20190526000000-10.png,N,NA,3,"0,78",E,S,450,2.0140525e+13,SLOVENIA,20190527173822,2.0190526e+13,1727,2745,4472,SCRUTINI,N,NAZIONE,450,"8,99",S,3,0,12,ESERCIZIO,10,10,Europee,387,179,223,402
15,SVP,1-20190526000000-15.png,S,11,3,"0,78",E,S,450,2.0140525e+13,SLOVENIA,20190527173822,2.0190526e+13,1727,2745,4472,SCRUTINI,N,NAZIONE,450,"8,99",S,3,0,12,ESERCIZIO,10,10,Europee,387,179,223,402
2,PARTITO COMUNISTA,1-20190526000000-2.png,N,NA,2,"0,52",E,S,450,2.0140525e+13,SLOVENIA,20190527173822,2.0190526e+13,1727,2745,4472,SCRUTINI,N,NAZIONE,450,"8,99",S,3,0,12,ESERCIZIO,10,10,Europee,387,179,223,402
14,FORZA NUOVA,1-20190526000000-14.png,N,NA,1,"0,26",E,S,450,2.0140525e+13,SLOVENIA,20190527173822,2.0190526e+13,1727,2745,4472,SCRUTINI,N,NAZIONE,450,"8,99",S,3,0,12,ESERCIZIO,10,10,Europee,387,179,223,402
6,POPOLARI PER L'ITALIA,1-20190526000000-6.png,N,NA,1,"0,26",E,S,450,2.0140525e+13,SLOVENIA,20190527173822,2.0190526e+13,1727,2745,4472,SCRUTINI,N,NAZIONE,450,"8,99",S,3,0,12,ESERCIZIO,10,10,Europee,387,179,223,402
17,POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE,1-20190526000000-17.png,N,NA,1,"0,26",E,S,450,2.0140525e+13,SLOVENIA,20190527173822,2.0190526e+13,1727,2745,4472,SCRUTINI,N,NAZIONE,450,"8,99",S,3,0,12,ESERCIZIO,10,10,Europee,387,179,223,402
13,AUTONOMIE PER L'EUROPA,1-20190526000000-13.png,S,12,0,0,E,S,450,2.0140525e+13,SLOVENIA,20190527173822,2.0190526e+13,1727,2745,4472,SCRUTINI,N,NAZIONE,450,"8,99",S,3,0,12,ESERCIZIO,10,10,Europee,387,179,223,402
9,PPA MOVIMENTO POLITICO PENSIERO AZIONE,1-20190526000000-9.png,N,NA,0,0,E,S,450,2.0140525e+13,SLOVENIA,20190527173822,2.0190526e+13,1727,2745,4472,SCRUTINI,N,NAZIONE,450,"8,99",S,3,0,12,ESERCIZIO,10,10,Europee,387,179,223,402
12,PARTITO DEMOCRATICO,1-20190526000000-12.png,N,NA,2231,"31,17",E,NULL,248,2.0140525e+13,SPAGNA,20190527170210,2.0190526e+13,50107,61686,111793,SCRUTINI,N,NAZIONE,248,"6,76",NULL,48,11,344,ESERCIZIO,175,175,Europee,7158,3390,4171,7561
8,MOVIMENTO 5 STELLE,1-20190526000000-8.png,N,NA,939,"13,12",E,NULL,248,2.0140525e+13,SPAGNA,20190527170210,2.0190526e+13,50107,61686,111793,SCRUTINI,N,NAZIONE,248,"6,76",NULL,48,11,344,ESERCIZIO,175,175,Europee,7158,3390,4171,7561
5,LEGA SALVINI PREMIER,1-20190526000000-5.png,N,NA,890,"12,43",E,NULL,248,2.0140525e+13,SPAGNA,20190527170210,2.0190526e+13,50107,61686,111793,SCRUTINI,N,NAZIONE,248,"6,76",NULL,48,11,344,ESERCIZIO,175,175,Europee,7158,3390,4171,7561
16,EUROPA VERDE,1-20190526000000-16.png,N,NA,711,"9,93",E,NULL,248,2.0140525e+13,SPAGNA,20190527170210,2.0190526e+13,50107,61686,111793,SCRUTINI,N,NAZIONE,248,"6,76",NULL,48,11,344,ESERCIZIO,175,175,Europee,7158,3390,4171,7561
1,+EUROPA - ITALIA IN COMUNE - PDE ITALIA,1-20190526000000-1.png,N,NA,620,"8,66",E,NULL,248,2.0140525e+13,SPAGNA,20190527170210,2.0190526e+13,50107,61686,111793,SCRUTINI,N,NAZIONE,248,"6,76",NULL,48,11,344,ESERCIZIO,175,175,Europee,7158,3390,4171,7561
11,FORZA ITALIA,1-20190526000000-11.png,N,NA,566,"7,91",E,NULL,248,2.0140525e+13,SPAGNA,20190527170210,2.0190526e+13,50107,61686,111793,SCRUTINI,N,NAZIONE,248,"6,76",NULL,48,11,344,ESERCIZIO,175,175,Europee,7158,3390,4171,7561
18,LA SINISTRA,1-20190526000000-18.png,N,NA,457,"6,38",E,NULL,248,2.0140525e+13,SPAGNA,20190527170210,2.0190526e+13,50107,61686,111793,SCRUTINI,N,NAZIONE,248,"6,76",NULL,48,11,344,ESERCIZIO,175,175,Europee,7158,3390,4171,7561
7,FRATELLI D'ITALIA,1-20190526000000-7.png,N,NA,217,"3,03",E,NULL,248,2.0140525e+13,SPAGNA,20190527170210,2.0190526e+13,50107,61686,111793,SCRUTINI,N,NAZIONE,248,"6,76",NULL,48,11,344,ESERCIZIO,175,175,Europee,7158,3390,4171,7561
4,PARTITO ANIMALISTA,1-20190526000000-4.png,N,NA,160,"2,24",E,NULL,248,2.0140525e+13,SPAGNA,20190527170210,2.0190526e+13,50107,61686,111793,SCRUTINI,N,NAZIONE,248,"6,76",NULL,48,11,344,ESERCIZIO,175,175,Europee,7158,3390,4171,7561
2,PARTITO COMUNISTA,1-20190526000000-2.png,N,NA,109,"1,52",E,NULL,248,2.0140525e+13,SPAGNA,20190527170210,2.0190526e+13,50107,61686,111793,SCRUTINI,N,NAZIONE,248,"6,76",NULL,48,11,344,ESERCIZIO,175,175,Europee,7158,3390,4171,7561
6,POPOLARI PER L'ITALIA,1-20190526000000-6.png,N,NA,80,"1,12",E,NULL,248,2.0140525e+13,SPAGNA,20190527170210,2.0190526e+13,50107,61686,111793,SCRUTINI,N,NAZIONE,248,"6,76",NULL,48,11,344,ESERCIZIO,175,175,Europee,7158,3390,4171,7561
17,POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE,1-20190526000000-17.png,N,NA,56,"0,78",E,NULL,248,2.0140525e+13,SPAGNA,20190527170210,2.0190526e+13,50107,61686,111793,SCRUTINI,N,NAZIONE,248,"6,76",NULL,48,11,344,ESERCIZIO,175,175,Europee,7158,3390,4171,7561
10,CASAPOUND ITALIA - DESTRE UNITE,1-20190526000000-10.png,N,NA,48,"0,67",E,NULL,248,2.0140525e+13,SPAGNA,20190527170210,2.0190526e+13,50107,61686,111793,SCRUTINI,N,NAZIONE,248,"6,76",NULL,48,11,344,ESERCIZIO,175,175,Europee,7158,3390,4171,7561
3,PARTITO PIRATA,1-20190526000000-3.png,N,NA,35,"0,49",E,NULL,248,2.0140525e+13,SPAGNA,20190527170210,2.0190526e+13,50107,61686,111793,SCRUTINI,N,NAZIONE,248,"6,76",NULL,48,11,344,ESERCIZIO,175,175,Europee,7158,3390,4171,7561
14,FORZA NUOVA,1-20190526000000-14.png,N,NA,22,"0,31",E,NULL,248,2.0140525e+13,SPAGNA,20190527170210,2.0190526e+13,50107,61686,111793,SCRUTINI,N,NAZIONE,248,"6,76",NULL,48,11,344,ESERCIZIO,175,175,Europee,7158,3390,4171,7561
13,AUTONOMIE PER L'EUROPA,1-20190526000000-13.png,S,12,9,"0,13",E,NULL,248,2.0140525e+13,SPAGNA,20190527170210,2.0190526e+13,50107,61686,111793,SCRUTINI,N,NAZIONE,248,"6,76",NULL,48,11,344,ESERCIZIO,175,175,Europee,7158,3390,4171,7561
15,SVP,1-20190526000000-15.png,S,11,6,"0,08",E,NULL,248,2.0140525e+13,SPAGNA,20190527170210,2.0190526e+13,50107,61686,111793,SCRUTINI,N,NAZIONE,248,"6,76",NULL,48,11,344,ESERCIZIO,175,175,Europee,7158,3390,4171,7561
9,PPA MOVIMENTO POLITICO PENSIERO AZIONE,1-20190526000000-9.png,N,NA,2,"0,03",E,NULL,248,2.0140525e+13,SPAGNA,20190527170210,2.0190526e+13,50107,61686,111793,SCRUTINI,N,NAZIONE,248,"6,76",NULL,48,11,344,ESERCIZIO,175,175,Europee,7158,3390,4171,7561
12,PARTITO DEMOCRATICO,1-20190526000000-12.png,N,NA,396,"44,00",E,NULL,249,2.0140525e+13,SVEZIA,20190527154135,2.0190526e+13,4389,5617,10006,SCRUTINI,N,NAZIONE,249,"9,92",S,4,75,14,ESERCIZIO,15,15,Europee,900,415,578,993
1,+EUROPA - ITALIA IN COMUNE - PDE ITALIA,1-20190526000000-1.png,N,NA,125,"13,89",E,NULL,249,2.0140525e+13,SVEZIA,20190527154135,2.0190526e+13,4389,5617,10006,SCRUTINI,N,NAZIONE,249,"9,92",S,4,75,14,ESERCIZIO,15,15,Europee,900,415,578,993
8,MOVIMENTO 5 STELLE,1-20190526000000-8.png,N,NA,99,"11,00",E,NULL,249,2.0140525e+13,SVEZIA,20190527154135,2.0190526e+13,4389,5617,10006,SCRUTINI,N,NAZIONE,249,"9,92",S,4,75,14,ESERCIZIO,15,15,Europee,900,415,578,993
16,EUROPA VERDE,1-20190526000000-16.png,N,NA,79,"8,78",E,NULL,249,2.0140525e+13,SVEZIA,20190527154135,2.0190526e+13,4389,5617,10006,SCRUTINI,N,NAZIONE,249,"9,92",S,4,75,14,ESERCIZIO,15,15,Europee,900,415,578,993
5,LEGA SALVINI PREMIER,1-20190526000000-5.png,N,NA,74,"8,22",E,NULL,249,2.0140525e+13,SVEZIA,20190527154135,2.0190526e+13,4389,5617,10006,SCRUTINI,N,NAZIONE,249,"9,92",S,4,75,14,ESERCIZIO,15,15,Europee,900,415,578,993
18,LA SINISTRA,1-20190526000000-18.png,N,NA,58,"6,44",E,NULL,249,2.0140525e+13,SVEZIA,20190527154135,2.0190526e+13,4389,5617,10006,SCRUTINI,N,NAZIONE,249,"9,92",S,4,75,14,ESERCIZIO,15,15,Europee,900,415,578,993
7,FRATELLI D'ITALIA,1-20190526000000-7.png,N,NA,17,"1,89",E,NULL,249,2.0140525e+13,SVEZIA,20190527154135,2.0190526e+13,4389,5617,10006,SCRUTINI,N,NAZIONE,249,"9,92",S,4,75,14,ESERCIZIO,15,15,Europee,900,415,578,993
11,FORZA ITALIA,1-20190526000000-11.png,N,NA,16,"1,78",E,NULL,249,2.0140525e+13,SVEZIA,20190527154135,2.0190526e+13,4389,5617,10006,SCRUTINI,N,NAZIONE,249,"9,92",S,4,75,14,ESERCIZIO,15,15,Europee,900,415,578,993
2,PARTITO COMUNISTA,1-20190526000000-2.png,N,NA,16,"1,78",E,NULL,249,2.0140525e+13,SVEZIA,20190527154135,2.0190526e+13,4389,5617,10006,SCRUTINI,N,NAZIONE,249,"9,92",S,4,75,14,ESERCIZIO,15,15,Europee,900,415,578,993
3,PARTITO PIRATA,1-20190526000000-3.png,N,NA,7,"0,78",E,NULL,249,2.0140525e+13,SVEZIA,20190527154135,2.0190526e+13,4389,5617,10006,SCRUTINI,N,NAZIONE,249,"9,92",S,4,75,14,ESERCIZIO,15,15,Europee,900,415,578,993
17,POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE,1-20190526000000-17.png,N,NA,5,"0,56",E,NULL,249,2.0140525e+13,SVEZIA,20190527154135,2.0190526e+13,4389,5617,10006,SCRUTINI,N,NAZIONE,249,"9,92",S,4,75,14,ESERCIZIO,15,15,Europee,900,415,578,993
4,PARTITO ANIMALISTA,1-20190526000000-4.png,N,NA,4,"0,44",E,NULL,249,2.0140525e+13,SVEZIA,20190527154135,2.0190526e+13,4389,5617,10006,SCRUTINI,N,NAZIONE,249,"9,92",S,4,75,14,ESERCIZIO,15,15,Europee,900,415,578,993
10,CASAPOUND ITALIA - DESTRE UNITE,1-20190526000000-10.png,N,NA,3,"0,33",E,NULL,249,2.0140525e+13,SVEZIA,20190527154135,2.0190526e+13,4389,5617,10006,SCRUTINI,N,NAZIONE,249,"9,92",S,4,75,14,ESERCIZIO,15,15,Europee,900,415,578,993
6,POPOLARI PER L'ITALIA,1-20190526000000-6.png,N,NA,1,"0,11",E,NULL,249,2.0140525e+13,SVEZIA,20190527154135,2.0190526e+13,4389,5617,10006,SCRUTINI,N,NAZIONE,249,"9,92",S,4,75,14,ESERCIZIO,15,15,Europee,900,415,578,993
13,AUTONOMIE PER L'EUROPA,1-20190526000000-13.png,S,12,0,0,E,NULL,249,2.0140525e+13,SVEZIA,20190527154135,2.0190526e+13,4389,5617,10006,SCRUTINI,N,NAZIONE,249,"9,92",S,4,75,14,ESERCIZIO,15,15,Europee,900,415,578,993
14,FORZA NUOVA,1-20190526000000-14.png,N,NA,0,0,E,NULL,249,2.0140525e+13,SVEZIA,20190527154135,2.0190526e+13,4389,5617,10006,SCRUTINI,N,NAZIONE,249,"9,92",S,4,75,14,ESERCIZIO,15,15,Europee,900,415,578,993
9,PPA MOVIMENTO POLITICO PENSIERO AZIONE,1-20190526000000-9.png,N,NA,0,0,E,NULL,249,2.0140525e+13,SVEZIA,20190527154135,2.0190526e+13,4389,5617,10006,SCRUTINI,N,NAZIONE,249,"9,92",S,4,75,14,ESERCIZIO,15,15,Europee,900,415,578,993
15,SVP,1-20190526000000-15.png,S,11,0,0,E,NULL,249,2.0140525e+13,SVEZIA,20190527154135,2.0190526e+13,4389,5617,10006,SCRUTINI,N,NAZIONE,249,"9,92",S,4,75,14,ESERCIZIO,15,15,Europee,900,415,578,993
5,LEGA SALVINI PREMIER,1-20190526000000-5.png,N,NA,197,"31,52",E,NULL,251,2.0140525e+13,UNGHERIA,20190527091640,2.0190526e+13,1072,1838,2910,SCRUTINI,N,NAZIONE,251,"21,68",NULL,0,0,6,ESERCIZIO,5,5,Europee,625,128,503,631
12,PARTITO DEMOCRATICO,1-20190526000000-12.png,N,NA,145,"23,20",E,NULL,251,2.0140525e+13,UNGHERIA,20190527091640,2.0190526e+13,1072,1838,2910,SCRUTINI,N,NAZIONE,251,"21,68",NULL,0,0,6,ESERCIZIO,5,5,Europee,625,128,503,631
8,MOVIMENTO 5 STELLE,1-20190526000000-8.png,N,NA,101,"16,16",E,NULL,251,2.0140525e+13,UNGHERIA,20190527091640,2.0190526e+13,1072,1838,2910,SCRUTINI,N,NAZIONE,251,"21,68",NULL,0,0,6,ESERCIZIO,5,5,Europee,625,128,503,631
1,+EUROPA - ITALIA IN COMUNE - PDE ITALIA,1-20190526000000-1.png,N,NA,41,"6,56",E,NULL,251,2.0140525e+13,UNGHERIA,20190527091640,2.0190526e+13,1072,1838,2910,SCRUTINI,N,NAZIONE,251,"21,68",NULL,0,0,6,ESERCIZIO,5,5,Europee,625,128,503,631
7,FRATELLI D'ITALIA,1-20190526000000-7.png,N,NA,38,"6,08",E,NULL,251,2.0140525e+13,UNGHERIA,20190527091640,2.0190526e+13,1072,1838,2910,SCRUTINI,N,NAZIONE,251,"21,68",NULL,0,0,6,ESERCIZIO,5,5,Europee,625,128,503,631
16,EUROPA VERDE,1-20190526000000-16.png,N,NA,26,"4,16",E,NULL,251,2.0140525e+13,UNGHERIA,20190527091640,2.0190526e+13,1072,1838,2910,SCRUTINI,N,NAZIONE,251,"21,68",NULL,0,0,6,ESERCIZIO,5,5,Europee,625,128,503,631
11,FORZA ITALIA,1-20190526000000-11.png,N,NA,24,"3,84",E,NULL,251,2.0140525e+13,UNGHERIA,20190527091640,2.0190526e+13,1072,1838,2910,SCRUTINI,N,NAZIONE,251,"21,68",NULL,0,0,6,ESERCIZIO,5,5,Europee,625,128,503,631
18,LA SINISTRA,1-20190526000000-18.png,N,NA,21,"3,36",E,NULL,251,2.0140525e+13,UNGHERIA,20190527091640,2.0190526e+13,1072,1838,2910,SCRUTINI,N,NAZIONE,251,"21,68",NULL,0,0,6,ESERCIZIO,5,5,Europee,625,128,503,631
10,CASAPOUND ITALIA - DESTRE UNITE,1-20190526000000-10.png,N,NA,10,"1,60",E,NULL,251,2.0140525e+13,UNGHERIA,20190527091640,2.0190526e+13,1072,1838,2910,SCRUTINI,N,NAZIONE,251,"21,68",NULL,0,0,6,ESERCIZIO,5,5,Europee,625,128,503,631
2,PARTITO COMUNISTA,1-20190526000000-2.png,N,NA,6,"0,96",E,NULL,251,2.0140525e+13,UNGHERIA,20190527091640,2.0190526e+13,1072,1838,2910,SCRUTINI,N,NAZIONE,251,"21,68",NULL,0,0,6,ESERCIZIO,5,5,Europee,625,128,503,631
17,POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE,1-20190526000000-17.png,N,NA,6,"0,96",E,NULL,251,2.0140525e+13,UNGHERIA,20190527091640,2.0190526e+13,1072,1838,2910,SCRUTINI,N,NAZIONE,251,"21,68",NULL,0,0,6,ESERCIZIO,5,5,Europee,625,128,503,631
6,POPOLARI PER L'ITALIA,1-20190526000000-6.png,N,NA,5,"0,80",E,NULL,251,2.0140525e+13,UNGHERIA,20190527091640,2.0190526e+13,1072,1838,2910,SCRUTINI,N,NAZIONE,251,"21,68",NULL,0,0,6,ESERCIZIO,5,5,Europee,625,128,503,631
4,PARTITO ANIMALISTA,1-20190526000000-4.png,N,NA,3,"0,48",E,NULL,251,2.0140525e+13,UNGHERIA,20190527091640,2.0190526e+13,1072,1838,2910,SCRUTINI,N,NAZIONE,251,"21,68",NULL,0,0,6,ESERCIZIO,5,5,Europee,625,128,503,631
14,FORZA NUOVA,1-20190526000000-14.png,N,NA,1,"0,16",E,NULL,251,2.0140525e+13,UNGHERIA,20190527091640,2.0190526e+13,1072,1838,2910,SCRUTINI,N,NAZIONE,251,"21,68",NULL,0,0,6,ESERCIZIO,5,5,Europee,625,128,503,631
3,PARTITO PIRATA,1-20190526000000-3.png,N,NA,1,"0,16",E,NULL,251,2.0140525e+13,UNGHERIA,20190527091640,2.0190526e+13,1072,1838,2910,SCRUTINI,N,NAZIONE,251,"21,68",NULL,0,0,6,ESERCIZIO,5,5,Europee,625,128,503,631
13,AUTONOMIE PER L'EUROPA,1-20190526000000-13.png,S,12,0,0,E,NULL,251,2.0140525e+13,UNGHERIA,20190527091640,2.0190526e+13,1072,1838,2910,SCRUTINI,N,NAZIONE,251,"21,68",NULL,0,0,6,ESERCIZIO,5,5,Europee,625,128,503,631
9,PPA MOVIMENTO POLITICO PENSIERO AZIONE,1-20190526000000-9.png,N,NA,0,0,E,NULL,251,2.0140525e+13,UNGHERIA,20190527091640,2.0190526e+13,1072,1838,2910,SCRUTINI,N,NAZIONE,251,"21,68",NULL,0,0,6,ESERCIZIO,5,5,Europee,625,128,503,631
