cod_comune,comune,sz_perv,sz_tot,agg,cod_provincia,cod_circoscrizione,circoscrizione,cod_regione,regione,provincia
135,BUSNAGO,0,5,NA,104,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,MONZA E DELLA BRIANZA
140,CAMPARADA,0,2,NA,104,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,MONZA E DELLA BRIANZA
145,CAPONAGO,0,4,NA,104,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,MONZA E DELLA BRIANZA
150,CARATE BRIANZA,0,17,NA,104,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,MONZA E DELLA BRIANZA
160,CARNATE,0,7,NA,104,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,MONZA E DELLA BRIANZA
170,CAVENAGO DI BRIANZA,0,6,NA,104,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,MONZA E DELLA BRIANZA
180,CERIANO LAGHETTO,0,5,NA,104,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,MONZA E DELLA BRIANZA
190,CESANO MADERNO,0,33,NA,104,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,MONZA E DELLA BRIANZA
200,COGLIATE,0,7,NA,104,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,MONZA E DELLA BRIANZA
210,CONCOREZZO,0,14,NA,104,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,MONZA E DELLA BRIANZA
215,CORNATE D'ADDA,0,8,NA,104,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,MONZA E DELLA BRIANZA
220,CORREZZANA,0,2,NA,104,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,MONZA E DELLA BRIANZA
230,DESIO,0,34,NA,104,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,MONZA E DELLA BRIANZA
240,GIUSSANO,0,22,NA,104,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,MONZA E DELLA BRIANZA
250,LAZZATE,0,6,NA,104,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,MONZA E DELLA BRIANZA
255,LENTATE SUL SEVESO,0,13,NA,104,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,MONZA E DELLA BRIANZA
260,LESMO,0,7,NA,104,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,MONZA E DELLA BRIANZA
270,LIMBIATE,0,29,NA,104,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,MONZA E DELLA BRIANZA
280,LISSONE,0,36,NA,104,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,MONZA E DELLA BRIANZA
290,MACHERIO,0,6,NA,104,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,MONZA E DELLA BRIANZA
300,MEDA,0,21,NA,104,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,MONZA E DELLA BRIANZA
310,MEZZAGO,0,3,NA,104,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,MONZA E DELLA BRIANZA
320,MISINTO,0,4,NA,104,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,MONZA E DELLA BRIANZA
330,MONZA,0,110,NA,104,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,MONZA E DELLA BRIANZA
340,MUGGIO',0,19,NA,104,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,MONZA E DELLA BRIANZA
350,NOVA MILANESE,0,24,NA,104,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,MONZA E DELLA BRIANZA
360,ORNAGO,0,3,NA,104,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,MONZA E DELLA BRIANZA
370,RENATE,0,3,NA,104,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,MONZA E DELLA BRIANZA
375,RONCELLO,0,3,NA,104,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,MONZA E DELLA BRIANZA
380,RONCO BRIANTINO,0,3,NA,104,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,MONZA E DELLA BRIANZA
390,SEREGNO,0,39,NA,104,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,MONZA E DELLA BRIANZA
400,SEVESO,0,20,NA,104,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,MONZA E DELLA BRIANZA
410,SOVICO,0,7,NA,104,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,MONZA E DELLA BRIANZA
420,SULBIATE,0,3,NA,104,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,MONZA E DELLA BRIANZA
430,TRIUGGIO,0,8,NA,104,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,MONZA E DELLA BRIANZA
440,USMATE VELATE,0,9,NA,104,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,MONZA E DELLA BRIANZA
450,VAREDO,0,12,NA,104,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,MONZA E DELLA BRIANZA
460,VEDANO AL LAMBRO,0,6,NA,104,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,MONZA E DELLA BRIANZA
470,VEDUGGIO CON COLZANO,0,4,NA,104,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,MONZA E DELLA BRIANZA
480,VERANO BRIANZA,0,8,NA,104,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,MONZA E DELLA BRIANZA
490,VILLASANTA,0,10,NA,104,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,MONZA E DELLA BRIANZA
500,VIMERCATE,0,26,NA,104,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,MONZA E DELLA BRIANZA
10,ALAGNA,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
20,ALBAREDO ARNABOLDI,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
30,ALBONESE,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
40,ALBUZZANO,0,3,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
50,ARENA PO,0,2,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
60,BADIA PAVESE,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
70,BAGNARIA,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
80,BARBIANELLO,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
90,BASCAPE',0,2,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
110,BASTIDA PANCARANA,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
120,BATTUDA,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
130,BELGIOIOSO,0,5,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
140,BEREGUARDO,0,3,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
141,BORGARELLO,0,2,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
150,BORGO PRIOLO,0,2,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
170,BORGO SAN SIRO,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
160,BORGORATTO MORMOROLO,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
180,BORNASCO,0,3,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
190,BOSNASCO,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
191,BRALLO DI PREGOLA,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
200,BREME,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
210,BRESSANA BOTTARONE,0,3,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
220,BRONI,0,9,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
230,CALVIGNANO,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
240,CAMPOSPINOSO,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
250,CANDIA LOMELLINA,0,2,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
270,CANNETO PAVESE,0,2,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
280,CARBONARA AL TICINO,0,2,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
290,CASANOVA LONATI,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
300,CASATISMA,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
310,CASEI GEROLA,0,3,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
320,CASORATE PRIMO,0,7,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
330,CASSOLNOVO,0,6,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
340,CASTANA,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
350,CASTEGGIO,0,6,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
360,CASTELLETTO DI BRANDUZZO,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
370,CASTELLO D'AGOGNA,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
380,CASTELNOVETTO,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
390,CAVA MANARA,0,7,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
391,CECIMA,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
400,CERANOVA,0,2,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
401,CERETTO LOMELLINA,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
410,CERGNAGO,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
430,CERTOSA DI PAVIA,0,5,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
440,CERVESINA,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
450,CHIGNOLO PO,0,4,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
460,CIGOGNOLA,0,3,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
470,CILAVEGNA,0,5,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
480,CODEVILLA,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
485,COLLI VERDI,0,3,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
490,CONFIENZA,0,2,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
500,COPIANO,0,2,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
510,CORANA,0,2,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
521,CORNALE E BASTIDA,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
531,CORTEOLONA E GENZONE,0,3,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
540,CORVINO SAN QUIRICO,0,2,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
550,COSTA DE' NOBILI,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
560,COZZO,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
570,CURA CARPIGNANO,0,5,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
580,DORNO,0,4,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
590,FERRERA ERBOGNONE,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
600,FILIGHERA,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
610,FORTUNAGO,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
620,FRASCAROLO,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
630,GALLIAVOLA,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
640,GAMBARANA,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
650,GAMBOLO',0,12,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
660,GARLASCO,0,9,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
680,GERENZAGO,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
690,GIUSSAGO,0,5,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
700,GODIASCO SALICE TERME,0,4,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
710,GOLFERENZO,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
720,GRAVELLONA LOMELLINA,0,3,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
730,GROPELLO CAIROLI,0,4,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
740,INVERNO E MONTELEONE,0,2,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
750,LANDRIANO,0,6,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
760,LANGOSCO,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
770,LARDIRAGO,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
780,LINAROLO,0,3,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
790,LIRIO,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
800,LOMELLO,0,2,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
810,LUNGAVILLA,0,2,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
820,MAGHERNO,0,2,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
830,MARCIGNAGO,0,2,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
840,MARZANO,0,2,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
850,MEDE,0,6,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
860,MENCONICO,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
870,MEZZANA BIGLI,0,2,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
880,MEZZANA RABATTONE,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
890,MEZZANINO,0,2,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
900,MIRADOLO TERME,0,4,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
910,MONTALTO PAVESE,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
920,MONTEBELLO DELLA BATTAGLIA,0,2,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
930,MONTECALVO VERSIGGIA,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
940,MONTESCANO,0,2,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
950,MONTESEGALE,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
960,MONTICELLI PAVESE,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
970,MONTU' BECCARIA,0,3,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
980,MORNICO LOSANA,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
990,MORTARA,0,15,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1000,NICORVO,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1010,OLEVANO DI LOMELLINA,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1020,OLIVA GESSI,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1030,OTTOBIANO,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1040,PALESTRO,0,2,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1050,PANCARANA,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1060,PARONA,0,2,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1070,PAVIA,0,83,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1080,PIETRA DE' GIORGI,0,2,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1090,PIEVE ALBIGNOLA,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1100,PIEVE DEL CAIRO,0,2,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1110,PIEVE PORTO MORONE,0,3,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1120,PINAROLO PO,0,2,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1130,PIZZALE,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1140,PONTE NIZZA,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1150,PORTALBERA,0,2,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1161,REA,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1170,REDAVALLE,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1180,RETORBIDO,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1190,RIVANAZZANO TERME,0,4,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1200,ROBBIO,0,6,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1210,ROBECCO PAVESE,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1220,ROCCA DE' GIORGI,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1230,ROCCA SUSELLA,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1240,ROGNANO,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1250,ROMAGNESE,0,2,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1260,RONCARO,0,2,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1270,ROSASCO,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1280,ROVESCALA,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1300,SAN CIPRIANO PO,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1310,SAN DAMIANO AL COLLE,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1320,SAN GENESIO ED UNITI,0,4,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1330,SAN GIORGIO DI LOMELLINA,0,2,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1340,SAN MARTINO SICCOMARIO,0,5,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1420,SAN ZENONE AL PO,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1350,SANNAZZARO DE' BURGONDI,0,7,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1380,SANT'ALESSIO CON VIALONE,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1410,SANT'ANGELO LOMELLINA,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1360,SANTA CRISTINA E BISSONE,0,3,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1370,SANTA GIULETTA,0,2,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1390,SANTA MARGHERITA DI STAFFORA,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1400,SANTA MARIA DELLA VERSA,0,3,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1430,SARTIRANA LOMELLINA,0,2,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1440,SCALDASOLE,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1450,SEMIANA,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1460,SILVANO PIETRA,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1470,SIZIANO,0,5,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1480,SOMMO,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1490,SPESSA,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1500,STRADELLA,0,10,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1510,SUARDI,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1520,TORRAZZA COSTE,0,2,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1530,TORRE BERETTI E CASTELLARO,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1540,TORRE D'ARESE,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1560,TORRE D'ISOLA,0,2,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1550,TORRE DE' NEGRI,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1570,TORREVECCHIA PIA,0,3,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1580,TORRICELLA VERZATE,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1590,TRAVACO' SICCOMARIO,0,4,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1600,TRIVOLZIO,0,2,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1610,TROMELLO,0,3,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1620,TROVO,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1630,VAL DI NIZZA,0,2,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1640,VALEGGIO,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1650,VALLE LOMELLINA,0,2,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1660,VALLE SALIMBENE,0,2,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1670,VARZI,0,7,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1680,VELEZZO LOMELLINA,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1690,VELLEZZO BELLINI,0,3,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1700,VERRETTO,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1710,VERRUA PO,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1720,VIDIGULFO,0,5,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1730,VIGEVANO,0,61,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1740,VILLA BISCOSSI,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1750,VILLANOVA D'ARDENGHI,0,1,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1760,VILLANTERIO,0,3,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1770,VISTARINO,0,2,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
1780,VOGHERA,0,38,NA,57,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,PAVIA
