cod_comune,comune,sz_perv,sz_tot,agg,cod_provincia,cod_circoscrizione,circoscrizione,cod_regione,regione,provincia
10,ARENZANO,0,10,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
20,AVEGNO,0,3,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
30,BARGAGLI,0,4,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
40,BOGLIASCO,0,4,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
50,BORZONASCA,0,4,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
60,BUSALLA,0,7,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
70,CAMOGLI,0,7,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
80,CAMPO LIGURE,0,3,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
90,CAMPOMORONE,0,9,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
100,CARASCO,0,4,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
110,CASARZA LIGURE,0,6,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
120,CASELLA,0,3,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
130,CASTIGLIONE CHIAVARESE,0,2,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
140,CERANESI,0,6,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
150,CHIAVARI,0,29,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
160,CICAGNA,0,2,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
170,COGOLETO,0,10,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
180,COGORNO,0,5,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
190,COREGLIA LIGURE,0,1,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
200,CROCEFIESCHI,0,1,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
210,DAVAGNA,0,2,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
220,FASCIA,0,1,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
230,FAVALE DI MALVARO,0,1,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
240,FONTANIGORDA,0,1,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
250,GENOVA,0,653,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
260,GORRETO,0,1,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
270,ISOLA DEL CANTONE,0,2,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
280,LAVAGNA,0,11,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
290,LEIVI,0,2,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
300,LORSICA,0,2,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
310,LUMARZO,0,2,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
320,MASONE,0,4,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
330,MELE,0,3,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
340,MEZZANEGO,0,2,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
350,MIGNANEGO,0,4,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
360,MOCONESI,0,3,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
370,MONEGLIA,0,3,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
380,MONTEBRUNO,0,1,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
390,MONTOGGIO,0,2,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
400,NE,0,5,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
410,NEIRONE,0,2,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
420,ORERO,0,1,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
430,PIEVE LIGURE,0,3,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
440,PORTOFINO,0,1,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
450,PROPATA,0,1,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
460,RAPALLO,0,32,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
470,RECCO,0,10,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
480,REZZOAGLIO,0,3,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
490,RONCO SCRIVIA,0,4,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
500,RONDANINA,0,1,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
510,ROSSIGLIONE,0,3,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
520,ROVEGNO,0,1,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
530,SAN COLOMBANO CERTENOLI,0,3,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
550,SANT'OLCESE,0,9,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
540,SANTA MARGHERITA LIGURE,0,11,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
560,SANTO STEFANO D'AVETO,0,2,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
570,SAVIGNONE,0,5,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
580,SERRA RICCO',0,8,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
590,SESTRI LEVANTE,0,23,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
600,SORI,0,4,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
610,TIGLIETO,0,2,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
620,TORRIGLIA,0,3,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
630,TRIBOGNA,0,1,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
640,USCIO,0,2,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
650,VALBREVENNA,0,1,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
660,VOBBIA,0,1,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
670,ZOAGLI,0,4,NA,34,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,GENOVA
10,AIROLE,0,1,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
20,APRICALE,0,1,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
30,AQUILA D'ARROSCIA,0,1,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
40,ARMO,0,1,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
41,AURIGO,0,2,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
50,BADALUCCO,0,2,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
60,BAJARDO,0,1,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
70,BORDIGHERA,0,10,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
80,BORGHETTO D'ARROSCIA,0,1,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
90,BORGOMARO,0,3,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
100,CAMPOROSSO,0,5,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
110,CARAVONICA,0,1,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
140,CASTEL VITTORIO,0,1,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
130,CASTELLARO,0,1,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
150,CERIANA,0,2,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
160,CERVO,0,1,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
170,CESIO,0,1,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
180,CHIUSANICO,0,3,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
190,CHIUSAVECCHIA,0,1,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
200,CIPRESSA,0,1,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
210,CIVEZZA,0,1,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
220,COSIO D'ARROSCIA,0,1,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
221,COSTARAINERA,0,1,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
230,DIANO ARENTINO,0,1,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
240,DIANO CASTELLO,0,2,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
250,DIANO MARINA,0,7,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
260,DIANO SAN PIETRO,0,1,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
270,DOLCEACQUA,0,2,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
280,DOLCEDO,0,2,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
290,IMPERIA,0,44,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
300,ISOLABONA,0,1,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
301,LUCINASCO,0,1,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
310,MENDATICA,0,1,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
320,MOLINI DI TRIORA,0,2,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
325,MONTALTO CARPASIO,0,2,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
340,MONTEGROSSO PIAN LATTE,0,1,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
350,OLIVETTA SAN MICHELE,0,1,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
360,OSPEDALETTI,0,4,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
370,PERINALDO,0,1,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
380,PIETRABRUNA,0,1,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
390,PIEVE DI TECO,0,3,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
400,PIGNA,0,2,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
410,POMPEIANA,0,1,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
420,PONTEDASSIO,0,4,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
430,PORNASSIO,0,1,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
440,PRELA',0,1,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
450,RANZO,0,1,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
460,REZZO,0,1,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
461,RIVA LIGURE,0,3,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
480,ROCCHETTA NERVINA,0,1,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
490,SAN BARTOLOMEO AL MARE,0,4,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
500,SAN BIAGIO DELLA CIMA,0,1,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
510,SAN LORENZO AL MARE,0,1,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
520,SANREMO,0,56,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
521,SANTO STEFANO AL MARE,0,2,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
530,SEBORGA,0,1,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
540,SOLDANO,0,1,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
550,TAGGIA,0,15,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
560,TERZORIO,0,1,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
570,TRIORA,0,1,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
580,VALLEBONA,0,1,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
590,VALLECROSIA,0,7,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
600,VASIA,0,2,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
610,VENTIMIGLIA,0,26,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
620,VESSALICO,0,1,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
630,VILLA FARALDI,0,1,NA,37,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,IMPERIA
10,AMEGLIA,0,5,NA,39,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,LA SPEZIA
20,ARCOLA,0,11,NA,39,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,LA SPEZIA
30,BEVERINO,0,3,NA,39,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,LA SPEZIA
40,BOLANO,0,8,NA,39,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,LA SPEZIA
50,BONASSOLA,0,2,NA,39,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,LA SPEZIA
60,BORGHETTO DI VARA,0,4,NA,39,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,LA SPEZIA
70,BRUGNATO,0,2,NA,39,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,LA SPEZIA
80,CALICE AL CORNOVIGLIO,0,2,NA,39,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,LA SPEZIA
90,CARRO,0,2,NA,39,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,LA SPEZIA
100,CARRODANO,0,2,NA,39,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,LA SPEZIA
110,CASTELNUOVO MAGRA,0,11,NA,39,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,LA SPEZIA
120,DEIVA MARINA,0,3,NA,39,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,LA SPEZIA
130,FOLLO,0,7,NA,39,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,LA SPEZIA
140,FRAMURA,0,2,NA,39,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,LA SPEZIA
150,LA SPEZIA,0,96,NA,39,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,LA SPEZIA
160,LERICI,0,13,NA,39,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,LA SPEZIA
170,LEVANTO,0,6,NA,39,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,LA SPEZIA
200,LUNI,0,8,NA,39,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,LA SPEZIA
180,MAISSANA,0,1,NA,39,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,LA SPEZIA
190,MONTEROSSO AL MARE,0,2,NA,39,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,LA SPEZIA
210,PIGNONE,0,2,NA,39,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,LA SPEZIA
220,PORTOVENERE,0,4,NA,39,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,LA SPEZIA
230,RICCO' DEL GOLFO DI SPEZIA,0,6,NA,39,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,LA SPEZIA
240,RIOMAGGIORE,0,3,NA,39,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,LA SPEZIA
250,ROCCHETTA DI VARA,0,3,NA,39,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,LA SPEZIA
260,SANTO STEFANO DI MAGRA,0,9,NA,39,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,LA SPEZIA
270,SARZANA,0,25,NA,39,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,LA SPEZIA
280,SESTA GODANO,0,2,NA,39,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,LA SPEZIA
290,VARESE LIGURE,0,3,NA,39,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,LA SPEZIA
300,VERNAZZA,0,2,NA,39,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,LA SPEZIA
310,VEZZANO LIGURE,0,10,NA,39,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,LA SPEZIA
320,ZIGNAGO,0,1,NA,39,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,LA SPEZIA
10,ALASSIO,0,11,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
20,ALBENGA,0,22,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
40,ALBISOLA SUPERIORE,0,11,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
30,ALBISSOLA MARINA,0,5,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
50,ALTARE,0,2,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
60,ANDORA,0,7,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
70,ARNASCO,0,1,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
80,BALESTRINO,0,1,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
90,BARDINETO,0,1,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
100,BERGEGGI,0,1,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
110,BOISSANO,0,2,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
120,BORGHETTO SANTO SPIRITO,0,5,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
130,BORGIO VEREZZI,0,3,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
140,BORMIDA,0,1,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
150,CAIRO MONTENOTTE,0,14,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
160,CALICE LIGURE,0,3,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
170,CALIZZANO,0,2,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
180,CARCARE,0,6,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
190,CASANOVA LERRONE,0,2,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
200,CASTELBIANCO,0,1,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
210,CASTELVECCHIO DI ROCCA BARBENA,0,1,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
220,CELLE LIGURE,0,5,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
230,CENGIO,0,4,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
240,CERIALE,0,5,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
250,CISANO SUL NEVA,0,2,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
260,COSSERIA,0,1,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
270,DEGO,0,2,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
280,ERLI,0,1,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
290,FINALE LIGURE,0,13,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
300,GARLENDA,0,1,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
310,GIUSTENICE,0,1,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
320,GIUSVALLA,0,1,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
330,LAIGUEGLIA,0,2,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
340,LOANO,0,10,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
350,MAGLIOLO,0,1,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
360,MALLARE,0,1,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
370,MASSIMINO,0,1,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
380,MILLESIMO,0,3,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
390,MIOGLIA,0,1,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
400,MURIALDO,0,2,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
410,NASINO,0,1,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
420,NOLI,0,4,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
430,ONZO,0,1,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
440,ORCO FEGLINO,0,2,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
450,ORTOVERO,0,2,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
460,OSIGLIA,0,1,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
470,PALLARE,0,2,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
480,PIANA CRIXIA,0,1,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
490,PIETRA LIGURE,0,11,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
500,PLODIO,0,1,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
510,PONTINVREA,0,1,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
520,QUILIANO,0,9,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
530,RIALTO,0,1,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
540,ROCCAVIGNALE,0,1,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
550,SASSELLO,0,4,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
560,SAVONA,0,61,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
570,SPOTORNO,0,4,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
580,STELLA,0,3,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
590,STELLANELLO,0,1,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
600,TESTICO,0,1,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
610,TOIRANO,0,3,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
620,TOVO SAN GIACOMO,0,3,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
630,URBE,0,3,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
640,VADO LIGURE,0,8,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
650,VARAZZE,0,15,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
660,VENDONE,0,1,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
670,VEZZI PORTIO,0,1,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
680,VILLANOVA D'ALBENGA,0,3,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
690,ZUCCARELLO,0,1,NA,74,1,I : ITALIA NORD-OCCIDENTALE,7,LIGURIA,SAVONA
10,ADRARA SAN MARTINO,0,2,NA,12,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,BERGAMO
20,ADRARA SAN ROCCO,0,1,NA,12,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,BERGAMO
30,ALBANO SANT'ALESSANDRO,0,5,NA,12,1,I : ITALIA NORD-OCCIDENTALE,3,LOMBARDIA,BERGAMO
